"","...1","Division","Season","Spectators","Date","Home","Away","HG","AG","HS","AS","HST","AST","HF","AF","HY","AY","HR","AR","AvgH","AvgD","AvgA","Avg.2.5","Avg.2.5.1","HP","AP","ProbH","ProbD","ProbA","HEP","AEP","goalsDiff","pointsDiff","expPointsDiff","shotsDiff","shotsTargetDiff","foulsDiff","yellowDiff","redDiff","Season_c"
"2576",2576,"I1",10,"Yes","18.01.2020","Lazio","Sampdoria",5,1,16,6,12,4,12,13,1,2,0,1,1.39,4.78,7.95,1.57,2.38,3,0,0.6822968,0.1984085,0.1192947,2.245299,0.5562925,4,3,1.689007,10,8,-1,-1,-1,0
"2577",2577,"I1",10,"Yes","18.01.2020","Sassuolo","Torino",2,1,7,7,6,3,13,15,2,4,0,0,2.61,3.33,2.72,1.88,1.93,3,0,0.3645188,0.2857039,0.3497772,1.37926,1.335036,1,3,0.04422471,0,3,-2,-2,0,0
"2578",2578,"I1",10,"Yes","18.01.2020","Napoli","Fiorentina",0,2,10,9,5,5,7,10,2,2,0,0,1.62,4.09,5.33,1.67,2.2,0,3,0.5882256,0.2329891,0.1787853,1.997666,0.7693449,-2,-3,1.228321,1,0,-3,0,0,0
"2579",2579,"I1",10,"Yes","19.01.2020","Milan","Udinese",3,2,19,10,10,7,17,8,5,1,0,0,1.54,3.95,6.77,1.97,1.83,3,0,0.6182963,0.2410573,0.1406464,2.095946,0.6629966,1,3,1.43295,9,3,9,4,0,0
"2580",2580,"I1",10,"Yes","19.01.2020","Bologna","Verona",1,1,5,11,3,8,20,16,6,2,1,0,1.94,3.48,4.02,1.83,1.97,1,1,0.4901821,0.2732624,0.2365555,1.743809,0.982929,0,0,0.7608796,-6,-5,4,4,1,0
"2581",2581,"I1",10,"Yes","19.01.2020","Brescia","Cagliari",2,2,9,18,6,10,10,18,4,4,1,0,2.47,3.51,2.76,1.75,2.07,1,1,0.384818,0.2707978,0.3443842,1.425252,1.30395,0,0,0.1213013,-9,-4,-8,0,1,0
"2582",2582,"I1",10,"Yes","19.01.2020","Lecce","Inter",1,1,8,16,3,10,11,9,2,2,0,0,9.73,5.58,1.3,1.51,2.52,1,1,0.09776755,0.17048,0.7317525,0.4637826,2.365737,0,0,-1.901955,-8,-7,2,0,0,0
"2583",2583,"I1",10,"Yes","19.01.2020","Genoa","Roma",1,3,9,14,8,7,12,13,2,3,0,0,4.06,3.49,1.93,1.84,1.96,0,3,0.2343594,0.2726359,0.4930047,0.9757141,1.75165,-2,-3,-0.775936,-5,1,-1,-1,0,0
"2584",2584,"I1",10,"Yes","19.01.2020","Juventus","Parma",2,1,14,8,6,7,12,10,0,1,0,0,1.22,6.46,13.18,1.47,2.63,3,0,0.7803849,0.1473792,0.07223593,2.488534,0.364087,1,3,2.124447,6,-1,2,-1,0,0
"2585",2585,"I1",10,"Yes","20.01.2020","Atalanta","Spal",1,2,14,13,8,7,15,17,2,3,0,0,1.19,7.07,13.82,1.39,2.94,0,3,0.7971787,0.1341786,0.06864274,2.525715,0.3401068,-1,-3,2.185608,1,1,-2,-1,0,0
"2586",2586,"I1",10,"Yes","24.01.2020","Brescia","Milan",0,1,13,10,7,5,12,15,2,4,0,0,5.03,4.02,1.66,1.71,2.14,0,3,0.189345,0.2369168,0.5737382,0.8049518,1.958131,-1,-3,-1.15318,3,2,-3,-2,0,0
"2587",2587,"I1",10,"Yes","25.01.2020","Spal","Bologna",1,3,9,12,5,6,16,15,4,3,0,0,3,3.35,2.39,1.84,1.97,0,3,0.3173845,0.2842249,0.3983906,1.236378,1.479397,-2,-3,-0.2430183,-3,-1,1,1,0,0
"2588",2588,"I1",10,"Yes","25.01.2020","Fiorentina","Genoa",0,0,15,8,6,6,18,21,4,3,0,0,1.73,3.79,4.81,1.85,1.95,1,1,0.5506208,0.2513388,0.1980403,1.903201,0.8454598,0,0,1.057742,7,0,-3,1,0,0
"2589",2589,"I1",10,"Yes","25.01.2020","Torino","Atalanta",0,7,6,17,4,15,17,12,3,2,2,0,4.55,4.06,1.71,1.61,2.32,0,3,0.209139,0.2343799,0.556481,0.861797,1.903823,-7,-3,-1.042026,-11,-11,5,1,2,0
"2590",2590,"I1",10,"Yes","26.01.2020","Inter","Cagliari",1,1,14,8,5,3,10,10,4,1,2,0,1.32,5.25,9.56,1.56,2.41,1,1,0.7196813,0.1809484,0.09937023,2.339992,0.4790591,0,0,1.860933,6,2,0,3,2,0
"2591",2591,"I1",10,"Yes","26.01.2020","Parma","Udinese",2,0,10,15,5,5,12,9,2,3,0,0,2.38,3.19,3.15,2.12,1.72,3,0,0.3997382,0.2982373,0.3020244,1.497452,1.204311,2,3,0.2931414,-5,0,3,-1,0,0
"2592",2592,"I1",10,"Yes","26.01.2020","Sampdoria","Sassuolo",0,0,15,6,5,2,16,9,4,1,0,1,2.26,3.32,3.25,1.87,1.93,1,1,0.4208564,0.2864866,0.2926571,1.549056,1.164458,0,0,0.384598,9,3,7,3,-1,0
"2593",2593,"I1",10,"Yes","26.01.2020","Verona","Lecce",3,0,9,3,5,1,16,11,2,3,0,1,1.62,4.08,5.29,1.76,2.06,3,0,0.5870967,0.2331119,0.1797914,1.994402,0.7724862,3,3,1.221916,6,4,5,-1,-1,0
"2594",2594,"I1",10,"Yes","26.01.2020","Roma","Lazio",1,1,16,3,7,2,11,12,3,4,0,0,2.73,3.61,2.44,1.58,2.38,1,1,0.3478158,0.2630297,0.3891545,1.306477,1.430493,0,0,-0.1240163,13,5,-1,-1,0,0
"2595",2595,"I1",10,"Yes","26.01.2020","Napoli","Juventus",2,1,11,7,4,5,14,14,2,5,0,0,3.44,3.61,2.07,1.64,2.25,3,0,0.2766447,0.2636171,0.4597381,1.093551,1.642831,1,3,-0.5492801,4,-1,0,-3,0,0
"2596",2596,"I1",10,"Yes","01.02.2020","Bologna","Brescia",2,1,17,3,7,1,17,14,3,2,0,0,1.69,4.01,4.79,1.7,2.15,3,0,0.5636137,0.237533,0.1988533,1.928374,0.8340928,1,3,1.094281,14,6,3,1,0,0
"2597",2597,"I1",10,"Yes","01.02.2020","Cagliari","Parma",2,2,21,17,11,5,12,15,3,2,0,0,1.91,3.7,3.91,1.82,1.99,1,1,0.4988259,0.257502,0.243672,1.75398,0.9885181,0,0,0.7654618,4,6,-3,1,0,0
"2598",2598,"I1",10,"Yes","01.02.2020","Sassuolo","Roma",4,2,16,19,9,9,6,19,1,7,0,1,4,3.93,1.83,1.56,2.4,3,0,0.2378911,0.2421283,0.5199806,0.9558017,1.80207,2,3,-0.8462683,-3,0,-13,-6,-1,0
"2599",2599,"I1",10,"Yes","02.02.2020","Juventus","Fiorentina",3,0,8,7,8,5,9,13,1,4,0,0,1.34,5.11,9.36,1.62,2.29,3,0,0.7115446,0.186589,0.1018664,2.321223,0.4921883,3,3,1.829034,1,3,-4,-3,0,0
"2600",2600,"I1",10,"Yes","02.02.2020","Atalanta","Genoa",2,2,17,9,10,5,19,19,2,6,0,1,1.24,6.15,11.58,1.45,2.68,1,1,0.7641129,0.154065,0.0818221,2.446404,0.3995313,0,0,2.046872,8,5,0,-4,-1,0
"2601",2601,"I1",10,"Yes","02.02.2020","Lazio","Spal",5,1,12,10,10,5,9,7,1,2,0,0,1.22,6.39,12.96,1.48,2.63,3,0,0.7781743,0.1485716,0.07325406,2.483095,0.3683338,4,3,2.114761,2,5,2,-1,0,0
"2602",2602,"I1",10,"Yes","02.02.2020","Milan","Verona",1,1,17,8,6,6,11,12,1,4,0,1,1.64,3.72,5.85,1.9,1.9,1,1,0.5809893,0.2561351,0.1628756,1.999103,0.744762,0,0,1.254341,9,0,-1,-3,-1,0
"2603",2603,"I1",10,"Yes","02.02.2020","Lecce","Torino",4,0,14,11,11,4,14,23,3,3,0,0,3.24,3.47,2.2,1.75,2.07,3,0,0.2935612,0.2741032,0.4323356,1.154787,1.57111,4,3,-0.4163231,3,7,-9,0,0,0
"2604",2604,"I1",10,"Yes","02.02.2020","Udinese","Inter",0,2,11,14,4,10,10,16,2,2,0,0,5.07,3.72,1.71,1.9,1.89,0,3,0.1876942,0.255809,0.5564968,0.8188916,1.925299,-2,-3,-1.106408,-3,-6,-6,0,0,0
"2605",2605,"I1",10,"Yes","03.02.2020","Sampdoria","Napoli",2,4,12,12,10,10,17,6,4,3,0,0,4.42,3.75,1.79,1.79,2.01,0,3,0.2151491,0.253589,0.5312619,0.8990362,1.847375,-2,-3,-0.9483386,0,0,11,1,0,0
"2606",2606,"I1",10,"Yes","05.02.2020","Lazio","Verona",0,0,12,12,6,6,12,15,3,2,0,0,1.38,4.93,8.3,1.56,2.39,1,1,0.691475,0.1935569,0.1149681,2.267982,0.5384613,0,0,1.729521,0,0,-3,1,0,0
"2607",2607,"I1",10,"Yes","07.02.2020","Roma","Bologna",2,3,14,12,10,8,11,16,2,4,1,0,1.63,4.19,5.02,1.54,2.46,0,3,0.583525,0.2270038,0.1894713,1.977579,0.7954175,-1,-3,1.182161,2,2,-5,-2,1,0
"2608",2608,"I1",10,"Yes","08.02.2020","Fiorentina","Atalanta",1,2,5,13,3,7,20,13,2,2,0,0,4.06,3.75,1.86,1.66,2.21,0,3,0.2344412,0.2538216,0.5117372,0.9571452,1.789033,-1,-3,-0.831888,-8,-4,7,0,0,0
"2609",2609,"I1",10,"Yes","08.02.2020","Torino","Sampdoria",1,3,2,8,2,6,16,19,3,5,1,0,2.21,3.23,3.44,2.08,1.74,0,3,0.4298021,0.2940751,0.2761228,1.583481,1.122444,-2,-3,0.4610377,-6,-4,-3,-2,1,0
"2610",2610,"I1",10,"Yes","08.02.2020","Verona","Juventus",2,1,9,10,5,5,11,18,2,3,0,0,7.08,4.01,1.51,1.89,1.9,3,0,0.1341503,0.2368538,0.6289959,0.6393046,2.123842,1,3,-1.484537,-1,0,-7,-1,0,0
"2611",2611,"I1",10,"Yes","09.02.2020","Spal","Sassuolo",1,2,10,16,5,9,16,16,2,4,0,0,2.74,3.41,2.54,1.83,1.97,0,3,0.3469501,0.278781,0.374269,1.319631,1.401588,-1,-3,-0.08195671,-6,-4,0,-2,0,0
"2612",2612,"I1",10,"Yes","09.02.2020","Brescia","Udinese",1,1,9,16,7,8,8,17,0,3,0,0,2.7,3.29,2.65,1.9,1.89,1,1,0.3521701,0.289015,0.3588149,1.345525,1.36546,0,0,-0.01993416,-7,-1,-9,-3,0,0
"2613",2613,"I1",10,"Yes","09.02.2020","Genoa","Cagliari",1,0,8,8,5,6,15,15,3,6,0,0,2.38,3.4,2.96,1.9,1.9,3,0,0.3993524,0.2795467,0.3211009,1.477604,1.242849,1,3,0.2347545,0,-1,0,-3,0,0
"2614",2614,"I1",10,"Yes","09.02.2020","Napoli","Lecce",2,3,19,13,9,10,14,10,5,3,0,0,1.21,6.67,13.34,1.38,3,0,3,0.7860931,0.1426046,0.0713023,2.500884,0.3565115,-1,-3,2.144372,6,-1,4,2,0,0
"2615",2615,"I1",10,"Yes","09.02.2020","Parma","Lazio",0,1,16,17,6,6,13,10,4,3,0,0,4.51,3.94,1.74,1.64,2.24,0,3,0.2111208,0.2416637,0.5472155,0.8750262,1.88331,-1,-3,-1.008284,-1,0,3,1,0,0
"2616",2616,"I1",10,"Yes","09.02.2020","Inter","Milan",4,2,14,8,11,5,6,13,4,2,0,0,1.95,3.42,4.05,1.96,1.83,3,0,0.4874109,0.2779097,0.2346793,1.740143,0.9819477,2,3,0.7581948,6,6,-7,2,0,0
"2617",2617,"I1",10,"Yes","15.02.2020","Lecce","Spal",2,1,8,13,4,5,13,23,5,3,0,0,2.19,3.52,3.22,1.76,2.06,3,0,0.4343514,0.2702357,0.2954129,1.57329,1.156474,1,3,0.4168155,-5,-1,-10,2,0,0
"2618",2618,"I1",10,"Yes","15.02.2020","Bologna","Genoa",0,3,11,5,6,5,19,13,3,5,2,0,1.84,3.62,4.34,1.79,2.02,0,3,0.5175313,0.2630546,0.2194142,1.815648,0.9212971,-3,-3,0.8943513,6,1,6,-2,2,0
"2619",2619,"I1",10,"Yes","15.02.2020","Atalanta","Roma",2,1,11,5,7,1,11,15,1,5,0,0,1.8,4.22,3.88,1.41,2.89,3,0,0.5289724,0.225628,0.2453996,1.812545,0.9618267,1,3,0.8507185,6,6,-4,-4,0,0
"2620",2620,"I1",10,"Yes","16.02.2020","Udinese","Verona",0,0,10,9,6,6,13,17,1,2,0,0,2.56,3.21,2.85,2.18,1.68,1,1,0.3709538,0.2958386,0.3332076,1.4087,1.295461,0,0,0.1132385,1,0,-4,-1,0,0
"2621",2621,"I1",10,"Yes","16.02.2020","Juventus","Brescia",2,0,20,5,11,2,12,8,3,2,0,1,1.18,7.26,15.95,1.44,2.75,3,0,0.8087241,0.1314455,0.05983037,2.557618,0.3109366,2,3,2.246681,15,9,4,1,-1,0
"2622",2622,"I1",10,"Yes","16.02.2020","Sampdoria","Fiorentina",1,5,13,12,8,9,13,13,5,4,1,1,2.77,3.11,2.7,2.12,1.72,0,3,0.3428648,0.3053812,0.3517539,1.333976,1.360643,-4,-3,-0.02666727,1,-1,0,1,0,0
"2623",2623,"I1",10,"Yes","16.02.2020","Sassuolo","Parma",0,1,10,6,5,6,14,19,5,4,0,0,2.01,3.53,3.69,1.75,2.08,0,3,0.4730099,0.2693343,0.2576558,1.688364,1.042302,-1,-3,0.6460623,4,-1,-5,1,0,0
"2624",2624,"I1",10,"Yes","16.02.2020","Cagliari","Napoli",0,1,10,12,4,4,14,11,3,1,0,0,3.87,3.75,1.9,1.61,2.29,0,3,0.2457702,0.2536348,0.500595,0.9909453,1.75542,-1,-3,-0.7644746,-2,0,3,2,0,0
"2625",2625,"I1",10,"Yes","16.02.2020","Lazio","Inter",2,1,11,9,6,6,13,15,5,2,0,0,2.35,3.49,2.94,1.73,2.1,3,0,0.4044208,0.2723177,0.3232615,1.48558,1.242102,1,3,0.2434778,2,0,-2,3,0,0
"2626",2626,"I1",10,"Yes","17.02.2020","Milan","Torino",1,0,9,6,3,1,16,11,3,3,0,0,1.61,3.94,5.57,1.79,2.02,3,0,0.5890399,0.240699,0.1702611,2.007819,0.7514823,1,3,1.256336,3,2,5,0,0,0
"2627",2627,"I1",10,"Yes","21.02.2020","Brescia","Napoli",1,2,8,7,1,5,16,14,3,3,0,0,6.06,4.35,1.53,1.66,2.22,0,3,0.157384,0.2192521,0.6233639,0.691404,2.089344,-1,-3,-1.39794,1,-4,2,0,0,0
"2628",2628,"I1",10,"Yes","22.02.2020","Bologna","Udinese",1,1,12,4,3,3,13,12,1,2,0,0,2.06,3.42,3.66,1.84,1.97,1,1,0.4618552,0.2781935,0.2599513,1.663759,1.058047,0,0,0.6057118,8,0,1,-1,0,0
"2629",2629,"I1",10,"Yes","22.02.2020","Spal","Juventus",1,2,10,17,5,9,25,15,4,2,0,0,7.78,4.94,1.39,1.64,2.25,0,3,0.1223687,0.1927184,0.6849129,0.5598246,2.247457,-1,-3,-1.687632,-7,-4,10,2,0,0
"2630",2630,"I1",10,"Yes","22.02.2020","Fiorentina","Milan",1,1,11,5,7,3,11,15,1,3,1,0,2.68,3.31,2.66,1.94,1.86,1,1,0.3549641,0.2874029,0.357633,1.352295,1.360302,0,0,-0.008006709,6,4,-4,-2,1,0
"2631",2631,"I1",10,"Yes","23.02.2020","Genoa","Lazio",2,3,11,11,9,8,12,13,2,2,0,0,4.89,3.83,1.71,1.76,2.05,0,3,0.1946885,0.2485709,0.5567407,0.8326362,1.918793,-1,-3,-1.086157,0,1,-1,0,0,0
"2632",2632,"I1",10,"Yes","23.02.2020","Roma","Lecce",4,0,19,9,11,4,9,6,1,0,0,0,1.31,5.74,8.54,1.36,3.1,3,0,0.7237887,0.1651852,0.1110261,2.336551,0.4982636,4,3,1.838288,10,7,3,1,0,0
"2633",2633,"I1",10,"Yes","29.02.2020","Lazio","Bologna",2,0,12,11,5,4,9,12,1,4,0,0,1.54,4.26,5.98,1.59,2.35,3,0,0.6176548,0.2232836,0.1590616,2.076248,0.7004684,2,3,1.375779,1,1,-3,-3,0,0
"2634",2634,"I1",10,"Yes","29.02.2020","Napoli","Torino",2,1,16,5,10,3,12,13,1,3,0,0,1.47,4.42,6.85,1.71,2.13,3,0,0.6463382,0.2149586,0.1387032,2.153973,0.6310683,1,3,1.522905,11,7,-1,-2,0,0
"2635",2635,"I1",10,"Yes","01.03.2020","Lecce","Atalanta",2,7,5,17,3,11,9,12,2,2,0,0,7.67,5.34,1.36,1.37,3.04,0,3,0.1238231,0.1778508,0.698326,0.5493202,2.272829,-5,-3,-1.723509,-12,-8,-3,0,0,0
"2636",2636,"I1",10,"Yes","01.03.2020","Cagliari","Roma",3,4,7,18,7,14,14,13,4,5,0,0,3.63,3.61,2,1.72,2.11,0,3,0.2617431,0.2631932,0.4750637,1.048422,1.688384,-1,-3,-0.6399619,-11,-7,1,-1,0,0
"2637",2637,"I1",10,"No","08.03.2020","Parma","Spal",0,1,11,6,2,2,19,22,2,2,0,0,2.05,3.4,3.74,1.99,1.8,0,3,0.464885,0.2802983,0.2548167,1.674953,1.044748,-1,-3,0.6302051,5,0,-3,0,0,0
"2638",2638,"I1",10,"No","08.03.2020","Milan","Genoa",1,2,13,6,4,3,14,12,0,0,0,1,1.68,3.83,5.17,1.88,1.91,0,3,0.5670239,0.2487207,0.1842554,1.949793,0.8014868,-1,-3,1.148306,7,1,2,0,-1,0
"2639",2639,"I1",10,"No","08.03.2020","Sampdoria","Verona",2,1,8,3,7,2,14,23,4,3,0,0,2.67,3.18,2.77,2.19,1.67,3,0,0.3566942,0.2994886,0.3438172,1.369571,1.33094,1,3,0.03863115,5,5,-9,1,0,0
"2640",2640,"I1",10,"No","08.03.2020","Udinese","Fiorentina",0,0,11,7,2,5,8,5,2,0,0,0,2.91,3.14,2.56,2.25,1.63,1,1,0.3264272,0.3025169,0.3710559,1.281798,1.415685,0,0,-0.1338862,4,-3,3,2,0,0
"2641",2641,"I1",10,"No","08.03.2020","Juventus","Inter",2,0,12,8,6,2,8,18,1,3,0,1,2.27,3.28,3.26,2.01,1.79,3,0,0.4186917,0.2897653,0.291543,1.54584,1.164394,2,3,0.3814461,4,4,-10,-2,-1,0
"2642",2642,"I1",10,"No","09.03.2020","Sassuolo","Brescia",3,0,13,6,10,4,15,9,3,3,0,0,1.78,3.82,4.39,1.65,2.21,3,0,0.5343492,0.2489899,0.2166609,1.852037,0.8989727,3,3,0.9530647,7,6,6,0,0,0
"2643",2643,"I1",10,"No","20.06.2020","Torino","Parma",1,1,14,6,9,5,16,17,1,2,0,0,2.19,3.27,3.47,2.05,1.78,1,1,0.4346222,0.2910773,0.2743005,1.594944,1.113979,0,0,0.4809652,8,4,-1,-1,0,0
"2644",2644,"I1",10,"No","20.06.2020","Verona","Cagliari",2,1,8,13,6,4,4,19,1,6,1,1,2.03,3.37,3.83,2.06,1.77,3,0,0.4689552,0.2824863,0.2485585,1.689352,1.028162,1,3,0.6611901,-5,2,-15,-5,0,0
"2645",2645,"I1",10,"No","21.06.2020","Atalanta","Sassuolo",4,1,12,10,5,6,24,6,4,3,0,0,1.35,5.4,8.17,1.4,2.9,3,0,0.7065946,0.1766486,0.1167568,2.296432,0.5269189,3,3,1.769514,2,-1,18,1,0,0
"2646",2646,"I1",10,"No","21.06.2020","Inter","Sampdoria",2,1,11,7,5,3,17,21,3,3,0,0,1.36,5.03,8.78,1.66,2.22,3,0,0.7016189,0.1897021,0.108679,2.294559,0.5157391,1,3,1.77882,4,2,-4,0,0,0
"2647",2647,"I1",10,"No","22.06.2020","Fiorentina","Brescia",1,1,15,5,8,3,21,21,5,4,1,0,1.52,4.3,6.31,1.82,1.98,1,1,0.6272047,0.2217096,0.1510858,2.103324,0.6749668,0,0,1.428357,10,5,0,1,1,0
"2648",2648,"I1",10,"No","22.06.2020","Lecce","Milan",1,4,6,12,1,11,8,13,1,1,0,0,5.33,4.14,1.61,1.68,2.18,0,3,0.1786353,0.2299821,0.5913826,0.7658879,2.00413,-3,-3,-1.238242,-6,-10,-5,0,0,0
"2649",2649,"I1",10,"No","22.06.2020","Bologna","Juventus",0,2,6,12,1,5,16,16,1,4,0,1,5.72,4.16,1.57,1.7,2.15,0,3,0.1661595,0.2284694,0.6053711,0.726948,2.044583,-2,-3,-1.317635,-6,-4,0,-3,-1,0
"2650",2650,"I1",10,"No","23.06.2020","Spal","Cagliari",0,1,6,9,2,4,21,12,3,3,0,0,2.72,3.24,2.7,2.07,1.77,0,3,0.3512576,0.2948829,0.3538595,1.348656,1.356461,-1,-3,-0.007805724,-3,-2,9,0,0,0
"2651",2651,"I1",10,"No","23.06.2020","Verona","Napoli",0,2,10,10,6,8,16,7,1,1,0,0,4.2,3.45,1.93,2.03,1.8,0,3,0.227606,0.2770856,0.4953084,0.9599036,1.763011,-2,-3,-0.8031072,0,-2,9,0,0,0
"2652",2652,"I1",10,"No","23.06.2020","Genoa","Parma",1,4,9,11,3,8,15,15,1,2,0,0,2.21,3.29,3.45,2.07,1.77,0,3,0.4324675,0.2905025,0.2770299,1.587905,1.121592,-3,-3,0.4663128,-2,-5,0,-1,0,0
"2653",2653,"I1",10,"No","23.06.2020","Torino","Udinese",1,0,4,7,3,5,11,11,0,0,0,0,2.5,3.1,3.09,2.26,1.65,3,0,0.3823342,0.308334,0.3093318,1.455336,1.23633,1,3,0.2190069,-3,-2,0,0,0,0
"2654",2654,"I1",10,"No","24.06.2020","Inter","Sassuolo",3,3,14,8,10,4,18,20,3,1,1,0,1.38,5,7.84,1.56,2.42,1,1,0.6886956,0.19008,0.1212245,2.256167,0.5537534,0,0,1.702413,6,6,-2,2,1,0
"2655",2655,"I1",10,"No","24.06.2020","Atalanta","Lazio",3,2,13,5,9,3,13,15,2,2,0,0,2.12,3.73,3.23,1.55,2.44,3,0,0.4494965,0.2554779,0.2950256,1.603967,1.140555,1,3,0.4634128,8,6,-2,0,0,0
"2656",2656,"I1",10,"No","24.06.2020","Roma","Sampdoria",2,1,16,13,10,9,10,14,0,0,0,0,1.47,4.56,6.64,1.64,2.27,3,0,0.6477716,0.2088211,0.1434073,2.152136,0.6390429,1,3,1.513093,3,1,-4,0,0,0
"2657",2657,"I1",10,"No","26.06.2020","Juventus","Lecce",4,0,23,7,12,2,15,7,1,0,0,1,1.15,8.49,18.05,1.38,3.05,3,0,0.8339133,0.1129565,0.05313021,2.614696,0.2723471,4,3,2.342349,16,10,8,1,-1,0
"2658",2658,"I1",10,"No","27.06.2020","Brescia","Genoa",2,2,6,11,4,8,16,16,4,2,0,0,3,3.42,2.35,1.86,1.95,1,1,0.3170789,0.2781394,0.4047816,1.229376,1.492484,0,0,-0.2631081,-5,-4,0,2,0,0
"2659",2659,"I1",10,"No","27.06.2020","Cagliari","Torino",4,2,9,11,5,6,15,12,3,0,0,0,2.41,3.26,3.05,2.03,1.79,3,0,0.3953463,0.2922652,0.3123884,1.478304,1.22943,2,3,0.2488738,-2,-1,3,3,0,0
"2660",2660,"I1",10,"No","27.06.2020","Lazio","Fiorentina",2,1,12,9,4,5,13,13,5,2,0,1,1.62,4.06,5.42,1.64,2.26,3,0,0.5889601,0.2350038,0.1760361,2.001884,0.763112,1,3,1.238772,3,-1,0,3,-1,0
"2661",2661,"I1",10,"No","28.06.2020","Milan","Roma",2,0,11,3,7,2,10,16,2,2,0,0,2.71,3.42,2.56,1.79,2.03,3,0,0.3507552,0.2779376,0.3713072,1.330203,1.391859,2,3,-0.06165618,8,5,-6,0,0,0
"2662",2662,"I1",10,"No","28.06.2020","Napoli","Spal",3,1,17,5,11,3,14,14,0,3,0,0,1.28,5.64,10.67,1.64,2.26,3,0,0.7424385,0.1684967,0.08906479,2.395812,0.4356911,2,3,1.960121,12,8,0,-3,0,0
"2663",2663,"I1",10,"No","28.06.2020","Sampdoria","Bologna",1,2,13,9,7,4,17,15,3,1,0,0,2.38,3.33,3.04,1.89,1.92,0,3,0.4003829,0.2861595,0.3134576,1.487308,1.226532,-1,-3,0.2607757,4,3,2,2,0,0
"2664",2664,"I1",10,"No","28.06.2020","Sassuolo","Verona",3,3,13,6,9,4,17,13,2,2,0,0,2.53,3.36,2.8,1.87,1.94,1,1,0.3764284,0.2834416,0.34013,1.412727,1.303832,0,0,0.1088954,7,5,4,0,0,0
"2665",2665,"I1",10,"No","28.06.2020","Udinese","Atalanta",2,3,9,13,4,13,14,9,2,2,0,0,6.78,4.57,1.46,1.65,2.25,0,3,0.1403031,0.2081521,0.6515447,0.6290616,2.162786,-1,-3,-1.533725,-4,-9,5,0,0,0
"2666",2666,"I1",10,"No","28.06.2020","Parma","Inter",1,2,9,14,2,6,9,13,3,4,1,1,6.07,3.88,1.6,1.86,1.94,0,3,0.1572776,0.2460503,0.596672,0.7178832,2.036066,-1,-3,-1.318183,-5,-4,-4,-1,0,0
"2667",2667,"I1",10,"No","30.06.2020","Torino","Lazio",1,2,2,12,1,6,15,16,1,3,0,0,4.54,3.73,1.79,1.79,2.04,0,3,0.2103726,0.2560567,0.5335707,0.8871745,1.856769,-1,-3,-0.9695943,-10,-5,-1,-2,0,0
"2668",2668,"I1",10,"No","30.06.2020","Genoa","Juventus",1,3,2,11,2,9,21,10,5,1,0,0,9.31,4.7,1.38,1.8,2.03,0,3,0.1028042,0.2036398,0.693556,0.5120525,2.284308,-2,-3,-1.772255,-9,-7,11,4,0,0
"2669",2669,"I1",10,"No","01.07.2020","Bologna","Cagliari",1,1,16,6,7,4,20,17,3,2,0,0,2.07,3.51,3.54,1.86,1.95,1,1,0.4598781,0.2712102,0.2689118,1.650844,1.077945,0,0,0.572899,10,3,3,1,0,0
"2670",2670,"I1",10,"No","01.07.2020","Inter","Brescia",6,0,20,3,12,1,13,10,2,2,0,0,1.17,7.35,16.98,1.48,2.63,3,0,0.8142737,0.1296191,0.0561072,2.57244,0.2979407,6,3,2.2745,17,11,3,0,0,0
"2671",2671,"I1",10,"No","01.07.2020","Fiorentina","Sassuolo",1,3,11,8,7,8,20,12,4,2,0,0,2.05,3.6,3.51,1.72,2.14,0,3,0.4643625,0.2644286,0.2712089,1.657516,1.078055,-2,-3,0.5794609,3,-1,8,2,0,0
"2672",2672,"I1",10,"No","01.07.2020","Lecce","Sampdoria",1,2,12,8,6,5,13,14,2,3,0,0,3.44,3.54,2.1,1.72,2.13,0,3,0.2770201,0.2691947,0.4537853,1.100255,1.63055,-1,-3,-0.5302956,4,1,-1,-1,0,0
"2673",2673,"I1",10,"No","01.07.2020","Spal","Milan",2,2,4,25,3,12,9,12,3,0,1,0,5.79,4,1.6,1.84,1.97,1,1,0.1648465,0.2386153,0.5965382,0.7331547,2.02823,0,0,-1.295075,-21,-9,-3,3,1,0
"2674",2674,"I1",10,"No","01.07.2020","Verona","Parma",3,2,6,13,5,5,14,10,2,3,0,0,1.99,3.33,4.07,2.1,1.74,3,0,0.4792621,0.2864059,0.2343321,1.724192,0.9894021,1,3,0.73479,-7,0,4,-1,0,0
"2675",2675,"I1",10,"No","02.07.2020","Atalanta","Napoli",2,0,6,15,4,8,17,14,1,1,0,0,2.11,3.65,3.31,1.56,2.39,3,0,0.4513563,0.2609211,0.2877226,1.61499,1.124089,2,3,0.4909011,-9,-4,3,0,0,0
"2676",2676,"I1",10,"No","02.07.2020","Roma","Udinese",0,2,9,8,6,3,10,11,3,2,1,0,1.59,4.02,5.84,1.83,1.98,0,3,0.5995985,0.2371546,0.1632469,2.03595,0.7268952,-2,-3,1.309055,1,3,-1,1,1,0
"2677",2677,"I1",10,"No","04.07.2020","Juventus","Torino",4,1,15,12,7,6,11,8,4,2,0,0,1.26,5.78,11.65,1.71,2.15,3,0,0.7540639,0.1643807,0.08155541,2.426572,0.4090469,3,3,2.017525,3,1,3,2,0,0
