"","...1","Division","Season","Spectators","Date","Home","Away","HG","AG","HS","AS","HST","AST","HF","AF","HY","AY","HR","AR","AvgH","AvgD","AvgA","Avg.2.5","Avg.2.5.1","HP","AP","ProbH","ProbD","ProbA","HEP","AEP","goalsDiff","pointsDiff","expPointsDiff","shotsDiff","shotsTargetDiff","foulsDiff","yellowDiff","redDiff","Season_c"
"907",907,"E0",10,"No","20.06.2020","West Ham","Wolves",0,2,7,10,2,6,8,7,1,1,0,0,3.57,3.36,2.15,2.06,1.78,0,3,0.26860310767549,0.285390801905208,0.446006090419302,1.09120012493168,1.62340907316311,-2,-3,-0.532208948231436,-3,-4,1,0,0,0
"908",908,"E0",10,"No","20.06.2020","Bournemouth","Crystal Palace",0,2,12,7,1,2,13,15,3,2,0,0,2.51,3.24,2.98,2.12,1.73,0,3,0.382120835543032,0.296025709016361,0.321853455440607,1.44238821564546,1.26158607533818,-2,-3,0.180802140307273,5,-1,-2,1,0,0
"909",909,"E0",10,"No","21.06.2020","Newcastle","Sheffield United",3,0,12,7,8,1,9,10,2,0,0,1,3.31,3.1,2.38,2.46,1.55,3,0,0.289142839227489,0.308729934788061,0.402127225984449,1.17615845247053,1.51511161274141,3,3,-0.33895316027088,5,7,-1,2,-1,0
"910",910,"E0",10,"No","21.06.2020","Aston Villa","Chelsea",1,2,8,19,4,5,9,17,2,1,0,0,6,4.5,1.53,1.59,2.38,0,3,0.15987460815047,0.213166144200627,0.626959247648903,0.692789968652038,2.09404388714734,-1,-3,-1.4012539184953,-11,-1,-8,1,0,0
"911",911,"E0",10,"No","21.06.2020","Everton","Liverpool",0,0,9,10,3,3,15,12,2,2,0,0,5.66,4.23,1.59,1.66,2.23,1,1,0.169554464805669,0.22687429569742,0.603571239496911,0.735537690114428,2.03758801418815,0,0,-1.30205032407372,-1,0,3,0,0,0
"912",912,"E0",10,"No","22.06.2020","Man City","Burnley",5,0,19,1,7,0,8,7,1,1,0,0,1.13,8.97,19.85,1.32,3.35,3,0,0.845378264570834,0.106496927420852,0.0481248080083145,2.64263172113335,0.250871351445795,5,3,2.39176036968756,18,7,1,0,0,0
"913",913,"E0",10,"No","23.06.2020","Leicester","Brighton",0,0,11,10,2,2,10,13,2,2,0,0,1.64,3.97,5.64,1.95,1.88,1,1,0.586896349262933,0.242445847050683,0.170657803686385,2.00313489483948,0.754419258109837,0,0,1.24871563672964,1,0,-3,0,0,0
"914",914,"E0",10,"No","23.06.2020","Tottenham","West Ham",2,0,15,10,4,2,12,7,2,2,0,0,1.67,4.01,5.21,1.79,2.05,3,0,0.575706471568911,0.239758056738175,0.184535471692914,1.96687747144491,0.793364471816917,2,3,1.17351299962799,5,2,5,0,0,0
"915",915,"E0",10,"No","24.06.2020","Man United","Sheffield United",3,0,15,4,6,1,10,6,1,0,0,0,1.43,4.39,8.62,2,1.83,3,0,0.670405927070249,0.218378240480742,0.111215832449009,2.22959602169149,0.552025737827768,3,3,1.67757028386372,11,5,4,1,0,0
"916",916,"E0",10,"No","24.06.2020","Newcastle","Aston Villa",1,1,13,14,3,2,15,13,2,2,0,0,2.33,3.33,3.17,2.09,1.76,1,1,0.410725610966068,0.287384586651933,0.301889802381999,1.51956141955014,1.19305399379793,0,0,0.326507425752205,-1,1,2,0,0,0
"917",917,"E0",10,"No","24.06.2020","Norwich","Everton",0,1,9,12,1,5,8,13,0,1,0,0,3.94,3.66,1.94,1.82,2.01,0,3,0.243461206128019,0.262086653591365,0.494452140280616,0.992470271975422,1.74544307443321,-1,-3,-0.752972802457791,-3,-4,-5,-1,0,0
"918",918,"E0",10,"No","24.06.2020","Wolves","Bournemouth",1,0,10,4,2,0,11,11,3,3,0,0,1.58,4.03,6.11,2.07,1.77,3,0,0.605821205821206,0.237517991364145,0.156660802814649,2.05498160882776,0.707500399808092,1,3,1.34748120901967,6,2,0,0,0,0
"919",919,"E0",10,"No","24.06.2020","Liverpool","Crystal Palace",4,0,21,3,7,0,7,5,0,0,0,0,1.24,6.13,13.09,1.69,2.19,3,0,0.771002503014667,0.155961354606556,0.0730361423787767,2.46896886365056,0.375069781742886,4,3,2.09389908190767,18,7,2,0,0,0
"920",920,"E0",10,"No","25.06.2020","Burnley","Watford",1,0,9,10,5,4,13,15,1,0,0,0,3.02,3.22,2.48,2.18,1.7,3,0,0.316893918951094,0.297211066842331,0.385895014206575,1.24789282369561,1.45489610946205,1,3,-0.207003285766441,-1,1,-2,1,0,0
"921",921,"E0",10,"No","25.06.2020","Southampton","Arsenal",0,2,12,10,3,5,10,14,0,2,1,0,2.64,3.47,2.65,1.8,2.03,0,3,0.36270870887454,0.275951294359881,0.361339996765579,1.3640774209835,1.35997128465662,-2,-3,0.0041061363268815,2,-2,-4,-2,1,0
"922",922,"E0",10,"No","25.06.2020","Chelsea","Man City",2,1,15,11,10,2,13,3,1,1,0,1,4.14,4.07,1.8,1.63,2.29,3,0,0.231631665812987,0.235615502817142,0.532752831369871,0.930510500256104,1.83387399692675,1,3,-0.903363496670651,4,8,10,0,-1,0
"923",923,"E0",10,"No","27.06.2020","Aston Villa","Wolves",0,1,11,9,1,2,16,16,1,1,0,0,4.79,3.68,1.78,2.08,1.76,0,3,0.200294766968976,0.26070976461451,0.538995468416514,0.861594065521438,1.87769616986405,-1,-3,-1.01610210434261,2,-1,0,0,0,0
"924",924,"E0",10,"No","28.06.2020","Watford","Southampton",1,3,8,11,0,7,18,9,3,0,0,0,2.49,3.32,2.92,2,1.83,0,3,0.384210526315789,0.288157894736842,0.327631578947368,1.44078947368421,1.27105263157895,-2,-3,0.169736842105263,-3,-7,9,3,0,0
"925",925,"E0",10,"No","29.06.2020","Crystal Palace","Burnley",0,1,17,8,4,4,12,13,1,1,0,0,2.29,3.16,3.41,2.42,1.57,0,3,0.417320852487713,0.302425554492678,0.280253593019608,1.55438811195582,1.1431863335515,-1,-3,0.411201778404316,9,0,-1,0,0,0
"926",926,"E0",10,"No","30.06.2020","Brighton","Man United",0,3,8,12,2,6,10,9,0,1,0,0,6.31,3.85,1.61,2.1,1.76,0,3,0.152480498682693,0.249909596542283,0.597609904775025,0.707351092590361,2.04273931086736,-3,-3,-1.335388218277,-4,-4,1,-1,0,0
"927",927,"E0",10,"No","01.07.2020","Arsenal","Norwich",4,0,13,8,8,2,10,10,1,4,0,0,1.44,4.69,7.23,1.7,2.18,3,0,0.663919645217187,0.203847396399307,0.132232958383506,2.19560633205087,0.600546271549825,4,3,1.59506006050104,5,6,0,-3,0,0
"928",928,"E0",10,"No","01.07.2020","Bournemouth","Newcastle",1,4,12,12,1,7,11,10,2,0,0,0,2.4,3.16,3.21,2.38,1.59,0,3,0.398858113528052,0.302930212806115,0.298211673665833,1.49950455339027,1.19756523380361,-3,-3,0.301939319586656,0,-6,1,2,0,0
"929",929,"E0",10,"No","01.07.2020","Everton","Leicester",2,1,7,15,2,3,13,10,1,1,0,0,2.54,3.28,2.9,2.08,1.76,3,0,0.377322564777938,0.292194912968281,0.33048252225378,1.4241626073021,1.28364247972962,1,3,0.140520127572473,-8,-1,3,0,0,0
"930",930,"E0",10,"No","01.07.2020","West Ham","Chelsea",3,2,10,17,4,6,10,9,2,1,0,0,5.48,4.27,1.59,1.72,2.14,3,0,0.174522712141504,0.22397762588652,0.601499661971976,0.747545762311032,2.02847661180245,1,3,-1.28093084949142,-7,-2,1,1,0,0
"931",931,"E0",10,"No","02.07.2020","Sheffield United","Tottenham",3,1,7,9,5,2,13,13,2,0,0,0,4.1,3.41,1.98,2.15,1.71,3,0,0.234024706420619,0.281378679274058,0.484596614305323,0.983452798535916,1.73516852219003,2,3,-0.75171572365411,-2,3,0,2,0,0
"932",932,"E0",10,"No","02.07.2020","Man City","Liverpool",4,0,14,11,6,3,8,7,2,2,0,0,2.07,3.85,3.32,1.57,2.42,3,0,0.462715257440115,0.248784566987283,0.288500175572602,1.63693033930763,1.11428509370509,4,3,0.52264524560254,3,3,1,0,0,0
"933",933,"E0",10,"No","04.07.2020","Norwich","Brighton",0,1,12,8,1,2,11,13,2,2,0,0,3.39,3.32,2.23,2.08,1.77,0,3,0.282385069856321,0.288338971931605,0.429275958212075,1.13549418150057,1.57616684656783,-1,-3,-0.440672665067263,4,-1,-2,0,0,0
"934",934,"E0",10,"No","04.07.2020","Leicester","Crystal Palace",3,0,15,7,4,1,18,8,2,1,0,0,1.68,3.63,5.84,2.21,1.69,3,0,0.571271504333204,0.264390117707929,0.164338377958867,1.97820463070754,0.75740525158453,3,3,1.22079937912301,8,3,10,1,0,0
"935",935,"E0",10,"No","04.07.2020","Man United","Bournemouth",5,2,19,7,10,3,13,12,0,1,0,0,1.17,7.46,17.41,1.53,2.54,3,0,0.816967287617981,0.128130258245716,0.0549024541363032,2.57903212109966,0.292837620654625,3,3,2.28619450044503,12,7,1,-1,0,0
"936",936,"E0",10,"No","04.07.2020","Wolves","Arsenal",0,2,10,8,1,5,6,11,2,4,0,0,2.27,3.3,3.32,2.1,1.75,0,3,0.421653825134509,0.29004672213798,0.288299452727511,1.55500819754151,1.15494508032051,-2,-3,0.400063117220995,2,-4,-5,-2,0,0
"937",937,"E0",10,"No","04.07.2020","Chelsea","Watford",3,0,21,7,9,3,9,12,0,2,0,0,1.43,4.61,7.96,1.73,2.13,3,0,0.671211453301311,0.208206589635765,0.120581957062924,2.2218409495397,0.569952460824537,3,3,1.65188848871516,14,6,-3,-2,0,0
"938",938,"E0",10,"No","05.07.2020","Burnley","Sheffield United",1,1,9,10,4,3,8,14,0,0,0,0,2.91,2.97,2.75,2.65,1.49,1,1,0.329166112514962,0.322516292060114,0.348317595424924,1.310014629605,1.36746907833488,0,0,-0.0574544487298843,-1,1,-6,0,0,0
"939",939,"E0",10,"No","05.07.2020","Newcastle","West Ham",2,2,11,17,4,7,9,11,0,0,0,0,2.66,3.28,2.74,2,1.82,1,1,0.359482248284027,0.291531335498632,0.348986416217341,1.36997808035071,1.33849058415065,0,0,0.0314874962000609,-6,-3,-2,0,0,0
"940",940,"E0",10,"No","05.07.2020","Liverpool","Aston Villa",2,0,6,9,4,3,18,8,1,1,0,0,1.35,5.45,8.4,1.49,2.62,3,0,0.71001512155403,0.175875305339072,0.114109573106898,2.30592067000116,0.518204024659765,2,3,1.7877166453414,-3,1,10,0,0,0
"941",941,"E0",10,"No","05.07.2020","Southampton","Man City",1,0,8,26,4,6,6,7,1,2,0,0,9.03,5.56,1.33,1.54,2.47,3,0,0.106229574136457,0.172527527779174,0.721242898084368,0.491216250188546,2.33625622203228,1,3,-1.84503997184373,-18,-2,-1,-1,0,0
"942",942,"E0",10,"No","06.07.2020","Tottenham","Everton",1,0,12,11,2,3,14,18,3,2,0,0,2.13,3.51,3.45,1.86,1.97,3,0,0.449594012096101,0.272830554348916,0.277575433554984,1.62161259063722,1.10555685501387,1,3,0.51605573562335,1,-1,-4,1,0,0
"943",943,"E0",10,"No","07.07.2020","Crystal Palace","Chelsea",2,3,13,14,4,6,11,10,1,0,0,0,8.43,4.5,1.43,1.83,2,0,3,0.114045394852273,0.213645039689924,0.672309565457803,0.555781224246742,2.23057373606333,-1,-3,-1.67479251181659,-1,-2,1,1,0,0
"944",944,"E0",10,"No","07.07.2020","Watford","Norwich",2,1,9,12,4,3,11,15,2,4,0,0,1.75,3.71,5.02,2.05,1.8,3,0,0.549358881707997,0.25913154797547,0.191509570316533,1.90720819309946,0.833660258925069,1,3,1.07354793417439,-3,1,-4,-2,0,0
"945",945,"E0",10,"No","07.07.2020","Arsenal","Leicester",1,1,11,13,7,5,10,14,1,0,1,0,2.38,3.43,3.03,1.88,1.95,1,1,0.403330526201407,0.279861997772405,0.316807476026188,1.48985357637663,1.23028442585097,0,0,0.259569150525658,-2,2,-4,1,1,0
"946",946,"E0",10,"No","08.07.2020","Man City","Newcastle",5,0,23,6,9,1,12,7,0,0,0,0,1.13,9.15,22.2,1.39,3.01,3,0,0.851499965416853,0.105157919226344,0.0433421153568038,2.6596578154769,0.235184265296755,5,3,2.42447355018015,17,8,5,0,0,0
"947",947,"E0",10,"No","08.07.2020","Sheffield United","Wolves",1,0,7,6,3,1,5,6,2,0,0,0,3.96,3.08,2.14,2.69,1.47,3,0,0.24176888315042,0.310845706907682,0.447385409941898,1.03615235635894,1.65300193673338,1,3,-0.616849580374435,1,2,-1,2,0,0
"948",948,"E0",10,"No","08.07.2020","West Ham","Burnley",0,1,21,8,5,4,7,7,1,1,0,0,2.02,3.42,3.89,2.06,1.78,0,3,0.473950837192732,0.279935874599216,0.246113288208051,1.70178838617741,1.01827573922337,-1,-3,0.683512646954044,13,1,0,0,0,0
"949",949,"E0",10,"No","08.07.2020","Brighton","Liverpool",1,3,12,19,2,8,7,15,1,4,0,0,5.99,4.26,1.56,1.73,2.12,0,3,0.160106390667688,0.225126122089073,0.614767487243238,0.705445294092138,2.06942858381879,-2,-3,-1.36398328972665,-7,-6,-8,-3,0,0
"950",950,"E0",10,"No","09.07.2020","Bournemouth","Tottenham",0,0,9,9,2,0,11,14,3,2,0,0,5.03,4,1.68,1.73,2.12,1,1,0.190420057579398,0.239453222406093,0.570126720014508,0.810713395144289,1.94983338244962,0,0,-1.13911998730533,0,2,-3,1,0,0
"951",951,"E0",10,"No","09.07.2020","Everton","Southampton",1,1,11,17,4,4,13,14,3,3,0,0,2.07,3.51,3.62,1.92,1.9,1,1,0.462627388013239,0.272831536520628,0.264541075466134,1.66071370056034,1.06645476291903,0,0,0.594258937641315,-6,0,-1,0,0,0
"952",952,"E0",10,"No","09.07.2020","Aston Villa","Man United",0,3,9,14,1,6,7,13,2,3,0,0,9.26,5.15,1.35,1.65,2.25,0,3,0.10354842312991,0.186186096734557,0.710265480135533,0.496831366124288,2.31698253714115,-3,-3,-1.82015117101687,-5,-5,-6,-1,0,0
"953",953,"E0",10,"No","11.07.2020","Norwich","West Ham",0,4,11,19,2,7,9,8,1,0,0,0,3.76,3.65,1.99,1.83,2.01,0,3,0.255129101261332,0.262817923491126,0.482052975247542,1.02820522727512,1.70897684923375,-4,-3,-0.68077162195863,-8,-5,1,1,0,0
"954",954,"E0",10,"No","11.07.2020","Watford","Newcastle",2,1,17,8,5,4,23,15,1,4,0,0,1.82,3.58,4.65,2.06,1.78,3,0,0.526377365172518,0.267599666093291,0.20602296873419,1.84673176161085,0.885668572295861,1,3,0.961063189314985,9,1,8,-3,0,0
"955",955,"E0",10,"No","11.07.2020","Liverpool","Burnley",1,1,23,6,9,2,7,4,1,2,0,0,1.25,6.27,11.44,1.52,2.54,1,1,0.764159234997012,0.152344345095098,0.0834964199078903,2.44482205008613,0.402833604818769,0,0,2.04198844526736,17,7,3,-1,0,0
"956",956,"E0",10,"No","11.07.2020","Sheffield United","Chelsea",3,0,9,15,4,4,8,6,1,0,0,0,6.07,3.93,1.6,1.98,1.85,3,0,0.157771527357854,0.243682740728288,0.598545731913858,0.71699732280185,2.03931993646986,3,3,-1.32232261366801,-6,0,2,1,0,0
"957",957,"E0",10,"No","11.07.2020","Brighton","Man City",0,5,3,26,0,8,7,3,1,0,0,0,9.95,5.62,1.31,1.52,2.55,0,3,0.0964703199996855,0.170797096796596,0.732732583203718,0.460208056795653,2.36899484640775,-5,-3,-1.9087867896121,-23,-8,4,1,0,0
"958",958,"E0",10,"No","12.07.2020","Wolves","Everton",3,0,14,6,7,2,9,9,0,2,0,0,2.06,3.25,4.01,2.49,1.55,3,0,0.465644327410578,0.295146865989474,0.239208806599948,1.69207984822121,1.01277328578932,3,3,0.679306562431891,8,5,0,-2,0,0
"959",959,"E0",10,"No","12.07.2020","Aston Villa","Crystal Palace",2,0,12,9,9,5,21,21,2,4,0,1,2.29,3.35,3.24,2.01,1.82,3,0,0.418344889786511,0.285973073913764,0.295682036299725,1.5410077432733,1.17301918281294,2,3,0.367988560460357,3,4,0,-2,-1,0
"960",960,"E0",10,"No","12.07.2020","Tottenham","Arsenal",2,1,15,13,9,4,16,11,5,3,0,0,2.6,3.48,2.68,1.77,2.08,3,0,0.368015657554139,0.274954226908264,0.357030115537597,1.37900119957068,1.34604457352106,1,3,0.0329566260496246,2,5,5,2,0,0
"961",961,"E0",10,"No","12.07.2020","Bournemouth","Leicester",4,1,10,13,4,5,11,12,2,1,0,1,5.14,3.82,1.7,1.89,1.92,3,0,0.186251677813852,0.250610896325444,0.563137425860704,0.809365929766999,1.94002317390756,3,3,-1.13065724414056,-3,-1,-1,1,-1,0
"962",962,"E0",10,"No","13.07.2020","Man United","Southampton",2,2,8,9,4,5,14,15,1,3,0,0,1.29,5.73,10.41,1.61,2.33,1,1,0.741262260795651,0.166881032535147,0.0918567066692018,2.3906678149221,0.442451152542752,0,0,1.94821666237935,-1,-1,-1,-2,0,0
"963",963,"E0",10,"No","14.07.2020","Chelsea","Norwich",1,0,22,2,6,0,10,9,2,2,0,0,1.13,9.5,20.76,1.36,3.17,3,0,0.852239581217715,0.101371655450107,0.0463887633321781,2.65809039910325,0.240537945446641,1,3,2.41755245365661,20,6,1,0,0,0
"964",964,"E0",10,"No","15.07.2020","Burnley","Wolves",1,1,9,14,1,5,10,8,0,0,0,0,4.65,3.3,1.9,2.52,1.53,1,1,0.205911330049261,0.290147783251232,0.503940886699507,0.907881773399015,1.80197044334975,0,0,-0.894088669950739,-5,-4,2,0,0,0
"965",965,"E0",10,"No","15.07.2020","Man City","Bournemouth",2,1,8,15,4,3,10,10,1,1,0,0,1.15,8.68,16.72,1.29,3.65,3,0,0.83245344144417,0.110290490513917,0.0572560680419136,2.60765081484643,0.282058694639657,1,3,2.32559212020677,-7,1,0,0,0,0
"966",966,"E0",10,"No","15.07.2020","Newcastle","Tottenham",1,3,22,8,6,5,6,13,2,3,0,0,4.56,3.77,1.79,1.87,1.95,0,3,0.210214971699494,0.254265323859335,0.53551970444117,0.884910238957819,1.86082443718285,-2,-3,-0.975914198225027,14,1,-7,-1,0,0
"967",967,"E0",10,"No","15.07.2020","Arsenal","Liverpool",2,1,3,24,2,8,14,10,3,1,0,0,3.89,3.89,1.89,1.58,2.41,3,0,0.246414602346806,0.246414602346806,0.507170795306389,0.985658409387223,1.76792698826597,1,3,-0.782268578878749,-21,-6,4,2,0,0
"968",968,"E0",10,"No","16.07.2020","Everton","Aston Villa",1,1,9,15,1,1,15,13,2,1,0,0,2.02,3.57,3.74,1.87,1.95,1,1,0.474848851269649,0.268681983071342,0.256469165659008,1.69322853688029,1.03808948004837,0,0,0.655139056831922,-6,0,2,1,0,0
"969",969,"E0",10,"No","16.07.2020","Leicester","Sheffield United",2,0,15,5,7,1,12,10,1,2,0,0,2.02,3.34,4.01,2.14,1.72,3,0,0.47426382062577,0.286830214869478,0.238905964504752,1.70962167674679,1.00354810838373,2,3,0.706073568363055,10,6,2,-1,0,0
"970",970,"E0",10,"No","16.07.2020","Crystal Palace","Man United",0,2,13,17,5,5,10,15,1,2,0,0,9.84,5,1.35,1.77,2.08,0,3,0.0974954502123234,0.191871046017853,0.710633503769824,0.484357396654823,2.32377155732732,-2,-3,-1.8394141606725,-4,0,-5,-1,0,0
"971",971,"E0",10,"No","16.07.2020","Southampton","Brighton",1,1,21,10,6,2,6,10,1,0,0,0,2.18,3.31,3.53,2.13,1.73,1,1,0.439333721870241,0.289349702017259,0.2713165761125,1.60735086762798,1.10329943035476,0,0,0.504051437273223,11,4,-4,1,0,0
"972",972,"E0",10,"No","17.07.2020","West Ham","Watford",3,1,10,14,4,3,11,11,0,2,0,0,2.42,3.04,3.31,2.03,1.8,3,0,0.395699465972457,0.314997601201759,0.289302932825784,1.50209599911913,1.18290639967911,2,3,0.319189599440018,-4,1,0,-2,0,0
"973",973,"E0",10,"No","18.07.2020","Norwich","Burnley",0,2,6,23,2,8,9,16,0,0,2,0,3.32,3.33,2.25,2.05,1.78,0,3,0.287972603687433,0.287107821093777,0.42491957521879,1.15102563215608,1.56186654675015,-2,-3,-0.410840914594071,-17,-6,-7,0,2,0
"974",974,"E0",10,"No","19.07.2020","Bournemouth","Southampton",0,2,11,16,3,8,12,11,2,2,0,0,2.39,3.65,2.84,1.71,2.16,0,3,0.400585846172871,0.262301417083058,0.337112736744071,1.46405895560167,1.27363962731527,-2,-3,0.1904193282864,-5,-5,1,0,0,0
"975",975,"E0",10,"No","19.07.2020","Tottenham","Leicester",3,0,7,24,3,6,15,10,2,1,0,0,2.32,3.42,3.11,1.95,1.87,3,0,0.412482839392224,0.279812920289462,0.307704240318315,1.51726143846613,1.20292564124441,3,3,0.314335797221727,-17,-3,5,1,0,0
"976",976,"E0",10,"No","20.07.2020","Brighton","Newcastle",0,0,11,12,3,1,13,12,4,2,0,0,1.93,3.42,4.23,2.12,1.73,1,1,0.494904399766003,0.279288155423504,0.225807444810493,1.76400135472151,0.956710489854983,0,0,0.807290864866529,-1,2,1,2,0,0
"977",977,"E0",10,"No","20.07.2020","Sheffield United","Everton",0,1,8,5,0,2,11,19,1,3,0,0,2.17,3.29,3.52,2.32,1.62,0,3,0.439357323064666,0.289788872659673,0.270853804275661,1.60786084185367,1.10235028548666,-1,-3,0.505510556367016,3,-2,-8,-2,0,0
"978",978,"E0",10,"No","20.07.2020","Wolves","Crystal Palace",2,0,11,7,5,3,11,15,2,1,0,0,1.5,4.03,7.72,2.29,1.64,3,0,0.638362134412331,0.237603772113771,0.124034093473898,2.15269017535076,0.609706052535466,2,3,1.5429841228153,4,2,-4,1,0,0
"979",979,"E0",10,"No","21.07.2020","Watford","Man City",0,4,2,26,0,10,14,11,2,0,0,0,8.62,5.6,1.33,1.48,2.67,0,3,0.110858738460897,0.170643272416595,0.718497989122507,0.503219487799287,2.32613723978412,-4,-3,-1.82291775198483,-24,-10,3,2,0,0
"980",980,"E0",10,"No","21.07.2020","Aston Villa","Arsenal",1,0,8,7,3,0,13,19,2,4,0,0,3.24,3.78,2.11,1.66,2.25,3,0,0.294751546597485,0.252644182797845,0.45260427060467,1.1368988225903,1.61045699461185,1,3,-0.473558172021552,1,3,-6,-2,0,0
"981",981,"E0",10,"No","22.07.2020","Man United","West Ham",1,1,11,12,4,3,10,9,3,1,0,0,1.24,6.38,11.56,1.47,2.68,1,1,0.768271137852298,0.149319155319255,0.0824097068284471,2.45413256887615,0.396548275804597,0,0,2.05758429307155,-1,1,1,2,0,0
"982",982,"E0",10,"No","22.07.2020","Liverpool","Chelsea",5,3,10,10,7,5,8,11,1,0,0,0,2.04,3.7,3.51,1.6,2.34,3,0,0.468922636972205,0.258541129573864,0.272536233453931,1.66530904049048,1.07614982993566,2,3,0.589159210554821,0,2,-3,1,0,0
"983",983,"E0",10,"No","26.07.2020","Arsenal","Watford",3,2,13,19,5,6,9,12,3,3,0,0,1.93,3.89,3.72,1.61,2.34,3,0,0.496287481008708,0.246230035564732,0.257482483426561,1.73509247859085,1.01867748584441,1,3,0.716414992746441,-6,-1,-3,0,0,0
"984",984,"E0",10,"No","26.07.2020","Burnley","Brighton",1,2,13,14,2,4,11,11,3,0,0,0,2.32,3.44,3.09,1.91,1.91,0,3,0.412332423038729,0.278084657398213,0.309582919563059,1.5150819265144,1.20683341608739,-1,-3,0.308248510427011,-1,-2,0,3,0,0
"985",985,"E0",10,"No","26.07.2020","Chelsea","Wolves",2,0,11,5,3,1,10,16,2,3,0,0,1.84,3.76,4.23,1.9,1.92,3,0,0.51965601965602,0.254299754299754,0.226044226044226,1.81326781326781,0.932432432432432,2,3,0.880835380835381,6,2,-6,-1,0,0
"986",986,"E0",10,"No","26.07.2020","Crystal Palace","Tottenham",1,1,13,7,2,2,11,13,3,2,0,0,6.12,4.23,1.55,1.76,2.08,1,1,0.156367382858615,0.226233660306081,0.617398956835304,0.695335808881925,2.07843053081199,0,0,-1.38309472193007,6,0,-2,1,0,0
"987",987,"E0",10,"No","26.07.2020","Everton","Bournemouth",1,3,13,13,5,7,11,9,1,0,0,0,2.24,3.78,2.98,1.58,2.39,0,3,0.426571943590287,0.25278337397943,0.320644682430283,1.53249920475029,1.21471742127028,-2,-3,0.317781783480013,0,-2,2,1,0,0
"988",988,"E0",10,"No","26.07.2020","Leicester","Man United",0,2,14,7,3,3,12,11,1,4,1,0,3.17,3.49,2.24,1.85,1.99,0,3,0.300888702432866,0.273300053499194,0.42581124406794,1.17596616079779,1.55073378570301,-2,-3,-0.374767624905222,7,0,1,-3,1,0
"989",989,"E0",10,"No","26.07.2020","Man City","Norwich",5,0,31,5,10,4,7,4,1,1,0,0,1.07,12.8,30.42,1.21,4.36,3,0,0.893840385251964,0.0747194697046564,0.0314401450433794,2.75624062546055,0.169039904834795,5,3,2.58720072062575,26,6,3,0,0,0
"990",990,"E0",10,"No","26.07.2020","Newcastle","Liverpool",1,3,3,14,2,6,11,5,1,0,0,0,7.6,4.99,1.4,1.54,2.49,0,3,0.125760576057606,0.191539153915392,0.682700270027003,0.568820882088209,2.2396399639964,-2,-3,-1.67081908190819,-11,-4,6,1,0,0
"991",991,"E0",10,"No","26.07.2020","Southampton","Sheffield United",3,1,13,5,4,3,9,16,0,1,0,0,2.18,3.47,3.34,1.87,1.95,3,0,0.43841637791463,0.275431614943485,0.286152007141884,1.59068074868738,1.13388763636914,2,3,0.456793112318237,8,1,-7,-1,0,0
"992",992,"E0",10,"No","26.07.2020","West Ham","Aston Villa",1,1,10,13,1,4,16,13,2,1,0,0,3.05,3.57,2.28,1.66,2.24,1,1,0.313277217776854,0.267645802302354,0.419076979920792,1.20747745563292,1.52487674206473,0,0,-0.317399286431813,-3,-3,3,1,0,0
"993",993,"E1",10,"Yes","02.08.2019","Luton","Middlesbrough",3,3,12,17,4,8,14,20,2,2,0,0,2.32,3.28,3.19,2.06,1.76,1,1,0.410746812386157,0.290528233151184,0.298724954462659,1.52276867030965,1.18670309653916,0,0,0.336065573770492,-5,-4,-6,0,0,0
"994",994,"E1",10,"Yes","03.08.2019","Barnsley","Fulham",1,0,17,15,4,4,16,14,3,1,0,0,3.3,3.45,2.17,1.85,1.96,3,0,0.287582829155863,0.275079227888217,0.437337942955921,1.13782771535581,1.58709305675598,1,3,-0.449265341400173,2,0,2,2,0,0
"995",995,"E1",10,"Yes","03.08.2019","Blackburn","Charlton",1,2,14,9,2,5,15,13,0,3,0,0,1.8,3.64,4.48,2.01,1.81,0,3,0.527345164795364,0.260775081492213,0.211879753712423,1.8428105758783,0.896414342629482,-1,-3,0.946396233248823,5,-3,2,-3,0,0
"996",996,"E1",10,"Yes","03.08.2019","Brentford","Birmingham",0,1,15,1,3,1,10,12,1,3,0,0,1.72,3.75,4.92,1.86,1.95,0,3,0.553017768505863,0.253650816488022,0.193331415006115,1.91270412200561,0.833645061506366,-1,-3,1.07905906049924,14,2,-2,-2,0,0
"997",997,"E1",10,"Yes","03.08.2019","Millwall","Preston",1,0,8,5,3,0,11,18,2,3,0,0,2.58,3.17,2.84,2.16,1.69,3,0,0.367332283361759,0.298964445133545,0.333703271504696,1.40096129521882,1.30007425964763,1,3,0.100887035571187,3,3,-7,-1,0,0
"998",998,"E1",10,"Yes","03.08.2019","Reading","Sheffield Weds",1,3,13,13,4,5,12,15,0,3,0,1,2.56,3.19,2.86,2.13,1.71,0,3,0.370698131760079,0.297488155895235,0.331813712344686,1.40958255117547,1.29292929292929,-2,-3,0.116653258246179,0,-1,-3,-3,-1,0
"999",999,"E1",10,"Yes","03.08.2019","Stoke","QPR",1,2,13,5,1,3,18,14,1,3,0,0,1.8,3.51,4.69,2.09,1.74,0,3,0.527254907612926,0.270387132109193,0.202357960277882,1.85215185494797,0.877461012942838,-1,-3,0.974690842005131,8,-2,4,-2,0,0
"1000",1000,"E1",10,"Yes","03.08.2019","Swansea","Hull",2,1,19,12,8,4,9,10,2,2,0,0,2.03,3.45,3.7,1.87,1.94,3,0,0.4679338,0.275335,0.2567312,1.679136,1.045529,1,3,0.6336077,7,4,-1,0,0,0
