"","Division","Season","Capacity","Spectators","Covid","Occupancy","Date","Home","Away","HG","AG","HS","AS","HST","AST","HF","AF","HY","AY","HR","AR","AvgH","AvgD","AvgA","Avg.2.5","Avg.2.5.1","HP","AP","ProbH","ProbD","ProbA","HEP","AEP","goalsDiff","shotsDiff","shotsTargetDiff","pointsDiff","expPointsDiff","foulsDiff","yellowDiff","redDiff","Season_c"
"1221","E0",9,11329,10532,"No",0.929649571895136,"20.10.2018","Bournemouth","Southampton",0,0,10,8,2,4,10,14,1,2,0,0,2.03,3.58,3.69,1.79,2.03,1,1,0.4723276,0.2678282,0.2598442,1.684811,1.047361,0,2,-2,0,0.6374503,-4,-1,0,-3
"1222","E0",9,33280,31413,"No",0.943900240384615,"20.10.2018","Cardiff","Fulham",4,2,22,9,5,4,15,16,3,3,0,0,2.46,3.42,2.91,1.82,2,3,0,0.3899154,0.2804654,0.3296192,1.450212,1.269323,2,13,1,3,0.1808886,-1,0,0,-3
"1223","E0",9,40853,40437,"No",0.989817149291362,"20.10.2018","Chelsea","Man United",2,2,21,7,6,4,9,17,2,5,0,0,1.73,3.86,4.94,1.78,2.04,1,1,0.5560532,0.2492156,0.1947312,1.917375,0.8334092,0,14,2,0,1.083966,-8,-3,0,-3
"1224","E0",9,24500,23201,"No",0.946979591836735,"20.10.2018","Huddersfield","Liverpool",0,1,13,11,1,2,9,6,0,2,0,0,11.1,5.18,1.31,1.82,2,0,3,0.08608712,0.1844724,0.7294405,0.4427338,2.372794,-1,2,-1,-3,-1.93006,3,-2,0,-3
"1225","E0",9,55017,54130,"No",0.983877710525838,"20.10.2018","Man City","Burnley",5,0,24,5,10,0,11,5,2,2,0,0,1.08,12.2,30.98,1.28,3.66,3,0,0.8901661,0.07880159,0.03103226,2.7493,0.1718984,5,19,10,3,2.577402,6,0,0,-3
"1226","E0",9,52338,51121,"No",0.976747296419428,"20.10.2018","Newcastle","Brighton",0,1,27,8,6,2,13,17,0,2,0,0,2.19,3.16,3.71,2.45,1.55,0,3,0.437956,0.3035201,0.2585239,1.617388,1.079092,-1,19,4,-3,0.5382963,-4,-2,0,-3
"1227","E0",9,60000,58336,"No",0.972266666666667,"20.10.2018","West Ham","Tottenham",0,1,13,10,4,2,8,10,3,0,0,0,4.02,3.8,1.89,1.64,2.26,0,3,0.2389555,0.2527898,0.5082546,0.9696564,1.777554,-1,3,2,-3,-0.8078973,-2,3,0,-3
"1228","E0",9,32050,31030,"No",0.96817472698908,"20.10.2018","Wolves","Watford",0,2,10,9,1,3,23,13,3,1,0,0,1.74,3.63,5.18,2.04,1.78,0,3,0.5508895,0.2640627,0.1850478,1.916731,0.8192062,-2,1,-2,-3,1.097525,10,2,0,-3
"1229","E0",9,39571,38780,"No",0.980010613833363,"21.10.2018","Everton","Crystal Palace",2,0,20,7,4,3,13,17,2,1,0,0,1.86,3.56,4.49,1.98,1.83,3,0,0.5163354,0.2697707,0.2138939,1.818777,0.9114525,2,13,1,3,0.9073243,-4,1,0,-3
"1230","E0",9,60704,59899,"No",0.986738929889299,"22.10.2018","Arsenal","Leicester",3,1,19,8,6,2,10,10,2,2,0,0,1.53,4.45,5.99,1.47,2.62,3,0,0.6252947,0.214989,0.1597163,2.090873,0.694138,2,11,4,3,1.396735,0,0,0,-3
"1231","E0",9,31800,30426,"No",0.956792452830189,"27.10.2018","Brighton","Wolves",1,0,2,25,1,7,11,8,3,0,0,0,3.15,3.13,2.46,2.38,1.58,3,0,0.3042401,0.3061841,0.3895758,1.218904,1.474911,1,-23,-6,3,-0.2560069,3,3,0,-3
"1232","E0",9,25000,24371,"No",0.97484,"27.10.2018","Fulham","Bournemouth",0,3,11,12,1,5,16,3,2,1,1,0,2.85,3.69,2.38,1.53,2.48,0,3,0.3367188,0.2600674,0.4032137,1.270224,1.469709,-3,-1,-4,-3,-0.1994847,13,1,1,-3
"1233","E0",9,32273,31851,"No",0.986924054162923,"27.10.2018","Leicester","West Ham",1,1,21,11,7,3,17,5,1,1,0,1,2.11,3.4,3.64,1.97,1.84,1,1,0.454492,0.2820524,0.2634555,1.645529,1.072419,0,10,4,0,0.5731095,12,0,-1,-3
"1234","E0",9,54074,52983,"No",0.979823944964308,"27.10.2018","Liverpool","Cardiff",4,1,19,2,7,1,6,4,0,0,0,0,1.11,10.13,26.13,1.36,3.09,3,0,0.8680138,0.09511306,0.03687315,2.699154,0.2057325,3,17,6,3,2.493422,2,0,0,-3
"1235","E0",9,32384,30139,"No",0.93067564229249,"27.10.2018","Southampton","Newcastle",0,0,22,6,4,0,9,12,0,1,0,0,2.11,3.27,3.8,2.31,1.61,1,1,0.4544374,0.2932303,0.2523323,1.656542,1.050227,0,16,4,0,0.6063152,-3,-1,0,-3
"1236","E0",9,21577,20016,"No",0.927654446864717,"27.10.2018","Watford","Huddersfield",3,0,12,13,6,7,9,13,1,2,0,0,1.75,3.65,5.1,2.18,1.69,3,0,0.54867,0.2630609,0.1882691,1.909071,0.8278682,3,-1,-1,3,1.081203,-4,-1,0,-3
"1237","E0",9,21994,20534,"No",0.933618259525325,"28.10.2018","Burnley","Chelsea",0,4,7,24,1,8,14,10,4,2,0,0,10.06,4.84,1.36,1.79,2.02,0,3,0.09546019,0.1984152,0.7061246,0.4847957,2.316789,-4,-17,-7,-3,-1.831993,4,2,0,-3
"1238","E0",9,26047,25455,"No",0.977271854724152,"28.10.2018","Crystal Palace","Arsenal",2,2,16,7,3,2,10,16,1,2,0,0,4.39,4.07,1.76,1.6,2.33,1,1,0.2186776,0.2358709,0.5454515,0.8919037,1.872225,0,9,1,0,-0.9803217,-6,-1,0,-3
"1239","E0",9,74879,74498,"No",0.99491179102285,"28.10.2018","Man United","Everton",2,1,14,14,10,6,15,12,2,1,0,0,1.73,3.8,4.93,1.81,2.01,3,0,0.5536559,0.2520591,0.1942849,1.913027,0.834914,1,0,4,3,1.078113,3,1,0,-3
"1240","E0",9,62062,54216,"No",0.873578034868358,"29.10.2018","Tottenham","Man City",0,1,4,13,1,6,13,13,2,2,0,0,4.51,4.1,1.72,1.58,2.36,0,3,0.2117705,0.2329475,0.555282,0.868259,1.898793,-1,-9,-5,-3,-1.030534,0,0,0,-3
"1241","E0",9,60704,59899,"No",0.986738929889299,"03.11.2018","Arsenal","Liverpool",1,1,12,13,4,4,7,7,1,1,0,0,3.67,3.77,1.98,1.53,2.52,1,1,0.2613006,0.2543695,0.4843299,1.038271,1.707359,0,-1,0,0,-0.6690879,0,0,0,-3
"1242","E0",9,11329,10532,"No",0.929649571895136,"03.11.2018","Bournemouth","Man United",1,2,18,18,7,8,12,12,4,3,0,0,3.54,3.57,2.1,1.71,2.14,0,3,0.2719378,0.2696527,0.4584095,1.085466,1.644881,-1,0,-1,-3,-0.559415,0,1,0,-3
"1243","E0",9,33280,31413,"No",0.943900240384615,"03.11.2018","Cardiff","Leicester",0,1,11,13,2,5,13,12,2,2,0,0,3.65,3.31,2.15,2.1,1.74,0,3,0.2631307,0.2901592,0.4467102,1.079551,1.63029,-1,-2,-3,-3,-0.5507386,1,0,0,-3
"1244","E0",9,39571,38780,"No",0.980010613833363,"03.11.2018","Everton","Brighton",3,1,14,5,3,3,9,17,0,1,0,0,1.59,3.94,6.28,1.96,1.86,3,0,0.6035957,0.2435831,0.1528212,2.05437,0.7020467,2,9,0,3,1.352324,-8,-1,0,-3
"1245","E0",9,52338,51121,"No",0.976747296419428,"03.11.2018","Newcastle","Watford",1,0,10,16,2,1,12,11,1,5,0,0,2.69,3.19,2.79,2.23,1.66,3,0,0.3561992,0.3003686,0.3434322,1.368966,1.330665,1,-6,1,3,0.03830099,1,-4,0,-3
"1246","E0",9,60000,58336,"No",0.972266666666667,"03.11.2018","West Ham","Burnley",4,2,22,6,10,3,7,9,1,4,0,0,1.74,3.68,5.1,2.01,1.81,3,0,0.5512671,0.2606535,0.1880794,1.914455,0.8248916,2,16,7,3,1.089563,-2,-3,0,-3
"1247","E0",9,32050,31030,"No",0.96817472698908,"03.11.2018","Wolves","Tottenham",2,3,16,10,7,8,11,8,1,2,0,0,3.05,3.33,2.41,1.95,1.86,0,3,0.3143195,0.2878902,0.3977902,1.230849,1.481261,-1,6,-1,-3,-0.2504122,3,-1,0,-3
"1248","E0",9,40853,40437,"No",0.989817149291362,"04.11.2018","Chelsea","Crystal Palace",3,1,15,7,6,2,6,13,0,1,0,0,1.27,6.07,11.34,1.51,2.53,3,0,0.756877,0.1583581,0.08476488,2.428989,0.4126528,2,8,4,3,2.016336,-7,-1,0,-3
"1249","E0",9,55017,54130,"No",0.983877710525838,"04.11.2018","Man City","Southampton",6,1,18,12,8,6,14,9,1,1,0,0,1.11,9.93,24.64,1.3,3.45,3,0,0.8644304,0.09662817,0.03894147,2.689919,0.2134526,5,6,2,3,2.476467,5,0,0,-3
"1250","E0",9,24500,23201,"No",0.946979591836735,"05.11.2018","Huddersfield","Fulham",1,0,10,7,2,1,11,8,1,2,0,0,2.28,3.35,3.25,1.95,1.86,3,0,0.4197914,0.2857088,0.2944998,1.545083,1.169208,1,3,1,3,0.3758748,3,-1,0,-3
"1251","E0",9,33280,31413,"No",0.943900240384615,"10.11.2018","Cardiff","Brighton",2,1,20,7,6,3,7,21,2,1,0,1,2.56,3.11,3.05,2.45,1.55,3,0,0.3755875,0.3091653,0.3152472,1.435928,1.254907,1,13,3,3,0.1810209,-14,1,-1,-3
"1252","E0",9,26047,25455,"No",0.977271854724152,"10.11.2018","Crystal Palace","Tottenham",0,1,11,11,4,2,12,9,1,1,0,0,4.34,3.67,1.86,1.75,2.09,0,3,0.2214401,0.2618665,0.5166935,0.9261866,1.811947,-1,0,2,-3,-0.8857603,3,0,0,-3
"1253","E0",9,24500,23201,"No",0.946979591836735,"10.11.2018","Huddersfield","West Ham",1,1,15,12,7,5,9,8,1,1,0,0,3.39,3.21,2.3,2.25,1.64,1,1,0.2832871,0.2991724,0.4175405,1.149034,1.551794,0,3,2,0,-0.4027604,1,0,0,-3
"1254","E0",9,32273,31851,"No",0.986924054162923,"10.11.2018","Leicester","Burnley",0,0,22,6,5,1,13,10,2,0,0,0,1.49,4.28,7.24,1.86,1.95,1,1,0.6435288,0.2240322,0.1324389,2.154619,0.6213491,0,16,4,0,1.53327,3,2,0,-3
"1255","E0",9,52338,51121,"No",0.976747296419428,"10.11.2018","Newcastle","Bournemouth",2,1,18,14,6,4,9,11,2,1,0,0,2.81,3.33,2.59,2,1.82,3,0,0.3414384,0.2881207,0.3704409,1.312436,1.399443,1,4,2,3,-0.08700747,-2,1,0,-3
"1256","E0",9,32384,30139,"No",0.93067564229249,"10.11.2018","Southampton","Watford",1,1,14,12,4,6,13,13,3,2,0,0,2.47,3.28,3,2.06,1.77,1,1,0.3881412,0.2922892,0.3195696,1.456713,1.250998,0,2,-2,0,0.2057148,0,1,0,-3
"1257","E0",9,60704,59899,"No",0.986738929889299,"11.11.2018","Arsenal","Wolves",1,1,10,12,3,5,9,16,2,2,0,0,1.65,4.11,5.19,1.62,2.28,1,1,0.5816054,0.2334912,0.1849034,1.978307,0.7882015,0,-2,-2,0,1.190106,-7,0,0,-3
"1258","E0",9,40853,40437,"No",0.989817149291362,"11.11.2018","Chelsea","Everton",0,0,15,6,4,1,7,11,4,3,0,0,1.42,4.89,7.45,1.55,2.43,1,1,0.6752228,0.196077,0.1287002,2.221745,0.5821775,0,9,3,0,1.639568,-4,1,0,-3
"1259","E0",9,54074,52983,"No",0.979823944964308,"11.11.2018","Liverpool","Fulham",2,0,20,8,7,3,11,9,1,1,0,0,1.11,10.48,23.87,1.24,3.96,3,0,0.8677408,0.09190766,0.04035158,2.69513,0.2129624,2,12,4,3,2.482168,2,0,0,-3
"1260","E0",9,55017,54130,"No",0.983877710525838,"11.11.2018","Man City","Man United",3,1,17,6,5,1,12,12,1,1,0,0,1.39,5.14,7.77,1.48,2.64,3,0,0.6899782,0.1865894,0.1234324,2.256524,0.5568866,2,11,4,3,1.699637,0,0,0,-3
"1261","E0",9,31800,30426,"No",0.956792452830189,"24.11.2018","Brighton","Leicester",1,1,14,8,3,3,10,7,3,1,0,1,2.87,3.18,2.63,2.28,1.63,1,1,0.3340269,0.3014646,0.3645085,1.303545,1.39499,0,6,0,0,-0.09144464,3,2,-1,-3
"1262","E0",9,39571,38780,"No",0.980010613833363,"24.11.2018","Everton","Cardiff",1,0,16,7,8,1,12,13,0,3,0,0,1.42,4.66,8.12,1.8,2.02,3,0,0.6758593,0.2059485,0.1181921,2.233526,0.560525,1,9,7,3,1.673001,-1,-3,0,-3
"1263","E0",9,25000,24371,"No",0.97484,"24.11.2018","Fulham","Southampton",3,2,10,19,5,8,10,6,2,3,0,0,2.61,3.35,2.77,1.89,1.91,3,0,0.3674657,0.2862941,0.3462402,1.388691,1.325015,1,-9,-3,3,0.06367636,4,-1,0,-3
"1264","E0",9,74879,74498,"No",0.99491179102285,"24.11.2018","Man United","Crystal Palace",0,0,12,13,5,2,13,12,1,2,0,0,1.4,4.81,8.13,1.76,2.07,1,1,0.6834046,0.1989119,0.1176835,2.249126,0.5519623,0,-1,3,0,1.697163,1,-1,0,-3
"1265","E0",9,62062,54216,"No",0.873578034868358,"24.11.2018","Tottenham","Chelsea",3,1,18,13,9,2,19,12,0,3,0,0,2.78,3.42,2.56,1.74,2.09,3,0,0.34497,0.2804142,0.3746158,1.315324,1.404262,2,5,7,3,-0.08893757,7,-3,0,-3
"1266","E0",9,21577,20016,"No",0.927654446864717,"24.11.2018","Watford","Liverpool",0,3,5,10,1,7,12,13,0,0,0,1,6.03,4.28,1.55,1.65,2.23,0,3,0.1587503,0.2236599,0.6175898,0.6999107,2.076429,-3,-5,-6,-3,-1.376519,-1,0,-1,-3
"1267","E0",9,60000,58336,"No",0.972266666666667,"24.11.2018","West Ham","Man City",0,4,9,9,1,6,6,3,0,0,0,0,11.55,6.3,1.25,1.43,2.78,0,3,0.08282717,0.1518498,0.765323,0.4003313,2.447819,-4,0,-5,-3,-2.047488,3,0,0,-3
"1268","E0",9,11329,10532,"No",0.929649571895136,"25.11.2018","Bournemouth","Arsenal",1,2,11,20,5,4,6,9,2,1,0,0,3.5,3.77,2.03,1.49,2.59,0,3,0.2737836,0.2541757,0.4720407,1.075527,1.670298,-1,-9,1,-3,-0.5947712,-3,1,0,-3
"1269","E0",9,32050,31030,"No",0.96817472698908,"25.11.2018","Wolves","Huddersfield",0,2,12,14,3,6,9,8,1,2,0,0,1.49,4.08,7.75,2.27,1.63,0,3,0.6420735,0.2344827,0.1234438,2.160703,0.6048141,-2,-2,-3,-3,1.555889,1,-1,0,-3
"1270","E0",9,21994,20534,"No",0.933618259525325,"26.11.2018","Burnley","Newcastle",1,2,14,17,4,3,6,11,0,1,0,0,2.84,3.1,2.7,2.31,1.61,0,3,0.3369294,0.3086708,0.3543998,1.319459,1.37187,-1,-3,1,-3,-0.05241124,-5,-1,0,-3
"1271","E0",9,33280,31413,"No",0.943900240384615,"30.11.2018","Cardiff","Wolves",2,1,17,15,3,4,3,12,1,2,0,0,3.64,3.2,2.21,2.38,1.59,3,0,0.2642316,0.3005634,0.435205,1.093258,1.606178,1,2,-1,3,-0.5129201,-9,-1,0,-3
"1272","E0",9,26047,25455,"No",0.977271854724152,"01.12.2018","Crystal Palace","Burnley",2,0,29,4,9,0,9,10,1,1,0,0,1.62,3.82,6.21,2.08,1.75,3,0,0.5934882,0.2516887,0.154823,2.032153,0.7161578,2,25,9,3,1.315996,-1,0,0,-3
"1273","E0",9,24500,23201,"No",0.946979591836735,"01.12.2018","Huddersfield","Brighton",1,2,7,14,2,6,10,12,0,2,1,0,2.47,2.97,3.31,2.74,1.45,0,3,0.3879166,0.3226108,0.2894725,1.486361,1.191028,-1,-7,-4,-3,0.2953323,-2,-2,1,-3
"1274","E0",9,32273,31851,"No",0.986924054162923,"01.12.2018","Leicester","Watford",2,0,7,8,3,0,7,6,2,1,0,1,2.25,3.3,3.4,1.98,1.83,3,0,0.4266971,0.2909298,0.2823731,1.571021,1.138049,2,-1,3,3,0.432972,1,1,-1,-3
"1275","E0",9,55017,54130,"No",0.983877710525838,"01.12.2018","Man City","Bournemouth",3,1,16,4,6,1,9,3,0,0,0,0,1.11,10.11,22.4,1.25,3.86,3,0,0.8625554,0.09470193,0.0427427,2.682368,0.22293,2,12,5,3,2.459438,6,0,0,-3
"1276","E0",9,52338,51121,"No",0.976747296419428,"01.12.2018","Newcastle","West Ham",0,3,16,7,4,4,10,10,3,3,0,0,2.47,3.25,3.03,2.15,1.7,0,3,0.3883221,0.2951248,0.316553,1.460091,1.244784,-3,9,0,-3,0.2153073,0,0,0,-3
"1277","E0",9,32384,30139,"No",0.93067564229249,"01.12.2018","Southampton","Man United",2,2,16,11,6,5,12,13,4,4,0,0,4.2,3.53,1.92,1.89,1.92,1,1,0.2284512,0.2718117,0.4997371,0.9571654,1.771023,0,5,1,0,-0.8138575,-1,0,0,-3
"1278","E0",9,60704,59899,"No",0.986738929889299,"02.12.2018","Arsenal","Tottenham",4,2,22,11,7,6,15,17,3,3,0,1,2.56,3.57,2.69,1.56,2.41,3,0,0.3747059,0.2686967,0.3565974,1.392814,1.338489,2,11,1,3,0.05432539,-2,0,-1,-3
"1279","E0",9,40853,40437,"No",0.989817149291362,"02.12.2018","Chelsea","Fulham",2,0,16,9,9,4,8,17,2,1,0,0,1.18,7.65,15.63,1.35,3.18,3,0,0.8131772,0.1254313,0.0613915,2.564963,0.3096058,2,7,5,3,2.255357,-9,1,0,-3
"1280","E0",9,54074,52983,"No",0.979823944964308,"02.12.2018","Liverpool","Everton",1,0,16,9,3,3,12,7,3,2,0,0,1.39,4.94,8.28,1.62,2.29,3,0,0.6900116,0.1941531,0.1158353,2.264188,0.5416589,1,7,0,3,1.722529,5,1,0,-3
"1281","E0",9,11329,10532,"No",0.929649571895136,"04.12.2018","Bournemouth","Huddersfield",2,1,6,23,2,6,14,11,4,2,0,0,1.69,3.77,5.45,1.92,1.89,3,0,0.5687093,0.2549386,0.1763521,1.961067,0.7839948,1,-17,-4,3,1.177072,3,2,0,-3
"1282","E0",9,31800,30426,"No",0.956792452830189,"04.12.2018","Brighton","Crystal Palace",3,1,9,18,3,5,14,12,2,3,1,0,2.9,3.06,2.72,2.45,1.55,3,0,0.3317972,0.3144484,0.3537544,1.30984,1.375712,2,-9,-2,3,-0.06587151,2,-1,1,-3
"1283","E0",9,21577,20016,"No",0.927654446864717,"04.12.2018","Watford","Man City",1,2,11,15,7,7,4,8,0,1,0,0,10.09,5.8,1.3,1.5,2.58,0,3,0.09522727,0.1656626,0.7391101,0.4513444,2.382993,-1,-4,0,-3,-1.931649,-4,-1,0,-3
"1284","E0",9,60000,58336,"No",0.972266666666667,"04.12.2018","West Ham","Cardiff",3,1,17,9,11,5,10,10,1,2,0,0,1.65,3.95,5.55,1.79,2.04,3,0,0.583084,0.2435667,0.1733493,1.992819,0.7636146,2,8,6,3,1.229204,0,-1,0,-3
"1285","E0",9,21994,20534,"No",0.933618259525325,"05.12.2018","Burnley","Liverpool",1,3,10,18,6,12,10,3,1,0,0,0,11.64,5.7,1.28,1.62,2.28,0,3,0.08240046,0.1682704,0.7493291,0.4154718,2.416258,-2,-8,-6,-3,-2.000786,7,1,0,-3
"1286","E0",9,39571,38780,"No",0.980010613833363,"05.12.2018","Everton","Newcastle",1,1,19,8,3,5,7,18,0,5,0,0,1.58,3.9,6.4,1.95,1.86,1,1,0.6053257,0.2452345,0.1494398,2.061212,0.6935539,0,11,-2,0,1.367658,-11,-5,0,-3
"1287","E0",9,25000,24371,"No",0.97484,"05.12.2018","Fulham","Leicester",1,1,25,13,7,5,12,7,0,0,0,0,2.97,3.43,2.41,1.79,2.03,1,1,0.3227624,0.2794765,0.3977611,1.247764,1.47276,0,12,2,0,-0.2249962,5,0,0,-3
"1288","E0",9,74879,74498,"No",0.99491179102285,"05.12.2018","Man United","Arsenal",2,2,10,9,7,4,13,10,3,3,0,0,2.4,3.48,2.93,1.62,2.3,1,1,0.3986021,0.274898,0.3265,1.470704,1.254398,0,1,3,0,0.2163062,3,0,0,-3
"1289","E0",9,62062,54216,"No",0.873578034868358,"05.12.2018","Tottenham","Southampton",3,1,13,18,8,5,7,5,0,0,0,0,1.37,4.96,8.82,1.66,2.23,3,0,0.6985492,0.192946,0.1085048,2.288594,0.5184604,2,-5,3,3,1.770133,2,0,0,-3
"1290","E0",9,32050,31030,"No",0.96817472698908,"05.12.2018","Wolves","Chelsea",2,1,6,17,2,3,18,10,4,4,0,0,4.7,3.71,1.78,1.91,1.9,3,0,0.2037782,0.2581557,0.5380661,0.8694904,1.872354,1,-11,-1,3,-1.002864,8,0,0,-3
"1291","E0",9,60704,59899,"No",0.986738929889299,"08.12.2018","Arsenal","Huddersfield",1,0,14,6,2,0,13,20,5,4,0,0,1.28,5.88,11.2,1.55,2.44,3,0,0.7507661,0.1634321,0.08580184,2.41573,0.4208376,1,8,2,3,1.994893,-7,1,0,-3
"1292","E0",9,11329,10532,"No",0.929649571895136,"08.12.2018","Bournemouth","Liverpool",0,4,8,10,2,4,9,11,2,1,0,0,5.53,4.33,1.59,1.61,2.32,0,3,0.1737582,0.2219129,0.6043289,0.7431875,2.0349,-4,-2,-2,-3,-1.291712,-2,1,0,-3
"1293","E0",9,21994,20534,"No",0.933618259525325,"08.12.2018","Burnley","Brighton",1,0,14,14,4,1,11,11,2,0,0,0,2.84,3.08,2.73,2.41,1.57,3,0,0.3375674,0.3112635,0.3511691,1.323966,1.364771,1,0,3,3,-0.04080486,0,2,0,-3
"1294","E0",9,33280,31413,"No",0.943900240384615,"08.12.2018","Cardiff","Southampton",1,0,13,12,4,1,9,10,2,2,0,0,2.86,3.21,2.62,2.15,1.71,3,0,0.3352815,0.2987243,0.3659943,1.304569,1.396707,1,1,3,3,-0.09213841,-1,0,0,-3
"1295","E0",9,40853,40437,"No",0.989817149291362,"08.12.2018","Chelsea","Man City",2,0,8,14,5,4,12,11,2,0,0,0,3.85,3.67,1.95,1.69,2.17,3,0,0.2485457,0.2607359,0.4907184,1.006373,1.732891,2,-6,1,3,-0.7265181,1,2,0,-3
"1296","E0",9,32273,31851,"No",0.986924054162923,"08.12.2018","Leicester","Tottenham",0,2,11,7,3,2,12,7,3,1,0,0,3.79,3.55,2,1.81,2.02,0,3,0.2523592,0.2694201,0.4782207,1.026498,1.704082,-2,4,1,-3,-0.6775845,5,2,0,-3
"1297","E0",9,74879,74498,"No",0.99491179102285,"08.12.2018","Man United","Fulham",4,1,20,10,11,4,11,15,1,1,0,1,1.35,5.24,9.11,1.57,2.42,3,0,0.7113274,0.1832618,0.1054108,2.317244,0.4994941,3,10,7,3,1.81775,-4,0,-1,-3
"1298","E0",9,60000,58336,"No",0.972266666666667,"08.12.2018","West Ham","Crystal Palace",3,2,13,8,6,4,10,8,1,2,0,0,2.26,3.34,3.32,1.96,1.85,3,0,0.4242016,0.2870346,0.2887638,1.559639,1.153326,1,5,2,3,0.4063136,2,-1,0,-3
"1299","E0",9,52338,51121,"No",0.976747296419428,"09.12.2018","Newcastle","Wolves",1,2,12,13,4,6,10,17,2,5,1,0,2.91,3.08,2.65,2.37,1.58,0,3,0.3286319,0.3104931,0.360875,1.296389,1.393118,-1,-1,-2,-3,-0.09672938,-7,-3,1,-3
"1300","E0",9,39571,38780,"No",0.980010613833363,"10.12.2018","Everton","Watford",2,2,12,15,5,3,13,13,1,1,0,0,1.75,3.74,4.77,1.89,1.92,1,1,0.5450213,0.2550233,0.1999554,1.890087,0.8548895,0,-3,2,0,1.035198,0,0,0,-3
"1301","E0",9,26047,25455,"No",0.977271854724152,"15.12.2018","Crystal Palace","Leicester",1,0,8,12,1,2,10,8,2,1,0,0,2.64,3.12,2.92,2.34,1.6,3,0,0.3636015,0.3076628,0.3287356,1.398467,1.29387,1,-4,-1,3,0.1045977,2,1,0,-3
"1302","E0",9,25000,24371,"No",0.97484,"15.12.2018","Fulham","West Ham",0,2,16,6,4,3,14,10,2,1,0,0,2.9,3.51,2.42,1.63,2.27,0,3,0.3306268,0.2731675,0.3962057,1.265048,1.461785,-2,10,1,-3,-0.1967366,4,1,0,-3
"1303","E0",9,24500,23201,"No",0.946979591836735,"15.12.2018","Huddersfield","Newcastle",0,1,15,8,5,5,5,13,1,1,0,0,2.63,3.01,3.05,2.57,1.5,0,3,0.3654905,0.3193488,0.3151607,1.41582,1.264831,-1,7,0,-3,0.1509895,-8,0,0,-3
"1304","E0",9,55017,54130,"No",0.983877710525838,"15.12.2018","Man City","Everton",3,1,13,9,5,2,7,9,1,2,0,0,1.22,6.83,12.85,1.38,2.98,3,0,0.7851972,0.1402549,0.07454791,2.495847,0.3638986,2,4,3,3,2.131948,-2,-1,0,-3
"1305","E0",9,62062,54216,"No",0.873578034868358,"15.12.2018","Tottenham","Burnley",1,0,15,4,3,0,7,8,0,2,0,0,1.18,7.45,16.85,1.43,2.77,3,0,0.8140545,0.1289375,0.05700797,2.571101,0.2999614,1,11,3,3,2.27114,-1,-2,0,-3
"1306","E0",9,21577,20016,"No",0.927654446864717,"15.12.2018","Watford","Cardiff",3,2,17,10,8,3,7,5,0,0,0,0,1.64,3.87,5.81,1.94,1.87,3,0,0.5861512,0.2483948,0.165454,2.006848,0.7447569,1,7,5,3,1.262091,2,0,0,-3
"1307","E0",9,32050,31030,"No",0.96817472698908,"15.12.2018","Wolves","Bournemouth",2,0,9,13,3,3,15,7,1,2,0,0,1.96,3.51,4.09,1.89,1.91,3,0,0.4907681,0.2740472,0.2351847,1.746352,0.9796013,2,-4,0,3,0.7667502,8,-1,0,-3
"1308","E0",9,31800,30426,"No",0.956792452830189,"16.12.2018","Brighton","Chelsea",1,2,6,10,2,3,14,6,2,2,0,0,7.4,4.31,1.48,1.84,1.98,0,3,0.1295851,0.2224895,0.6479254,0.6112447,2.166266,-1,-4,-1,-3,-1.555021,8,0,0,-3
"1309","E0",9,54074,52983,"No",0.979823944964308,"16.12.2018","Liverpool","Man United",3,1,36,6,11,2,6,14,0,2,0,0,1.54,4.31,6.29,1.68,2.18,3,0,0.6241645,0.2230193,0.1528161,2.095513,0.6814677,2,30,9,3,1.414045,-8,-2,0,-3
"1310","E0",9,32384,30139,"No",0.93067564229249,"16.12.2018","Southampton","Arsenal",3,2,12,13,7,4,12,10,3,1,0,0,3.84,3.8,1.93,1.6,2.33,3,0,0.2499898,0.2526212,0.497389,1.002591,1.744788,1,-1,3,3,-0.7421976,2,2,0,-3
"1311","E0",9,32050,31030,"No",0.96817472698908,"21.12.2018","Wolves","Liverpool",0,2,11,15,5,6,7,3,0,0,0,0,6.61,3.97,1.58,1.96,1.86,0,3,0.1460167,0.243116,0.6108673,0.6811661,2.075718,-2,-4,-1,-3,-1.394552,4,0,0,-3
"1312","E0",9,60704,59899,"No",0.986738929889299,"22.12.2018","Arsenal","Burnley",3,1,10,7,6,2,10,14,2,5,0,0,1.24,6.29,13.63,1.46,2.67,3,0,0.7763287,0.1530441,0.07062712,2.48203,0.3649255,2,3,4,3,2.117105,-4,-3,0,-3
"1313","E0",9,11329,10532,"No",0.929649571895136,"22.12.2018","Bournemouth","Brighton",2,0,14,10,3,5,8,18,2,0,0,1,1.91,3.54,4.27,1.95,1.87,3,0,0.503308,0.2715589,0.2251331,1.781483,0.9469582,2,4,-2,3,0.8345248,-10,2,-1,-3
"1314","E0",9,33280,31413,"No",0.943900240384615,"22.12.2018","Cardiff","Man United",1,5,9,17,3,9,13,13,2,1,0,0,6.06,4.05,1.59,1.8,2.03,0,3,0.1585385,0.2372205,0.604241,0.712836,2.049943,-4,-8,-6,-3,-1.337108,0,1,0,-3
