Div;Season;Capacity;Spectators;Date;Time;HomeTeam;AwayTeam
E0;11;37890;0;27.12.2020;12:00;Leeds;Burnley
E0;11;60000;0;27.12.2020;14:15;West Ham;Brighton
E0;11;54074;2000;27.12.2020;16:30;Liverpool;West Brom
E0;11;32050;0;27.12.2020;19:15;Wolves;Tottenham
E0;11;26047;0;28.12.2020;15:00;Crystal Palace;Leicester
E0;11;40853;0;28.12.2020;17:30;Chelsea;Aston Villa
E0;11;31800;0;29.12.2020;18:00;Brighton;Arsenal
E0;11;21994;0;29.12.2020;18:00;Burnley;Sheffield United
E0;11;32384;0;29.12.2020;18:00;Southampton;West Ham
E0;11;26850;0;29.12.2020;18:00;West Brom;Leeds
E0;11;74879;0;29.12.2020;20:00;Man United;Wolves
E0;11;52338;0;30.12.2020;20:00;Newcastle;Liverpool
E0;11;39571;0;01.01.2021;17:30;Everton;West Ham
E0;11;74879;0;01.01.2021;20:00;Man United;Aston Villa
E0;11;62062;0;02.01.2021;12:30;Tottenham;Leeds
E0;11;26047;0;02.01.2021;15:00;Crystal Palace;Sheffield United
E0;11;31800;0;02.01.2021;17:30;Brighton;Wolves
E0;11;26850;0;02.01.2021;20:00;West Brom;Arsenal
E0;11;52338;0;03.01.2021;14:15;Newcastle;Leicester
E0;11;40853;0;03.01.2021;16:30;Chelsea;Man City
E0;11;32384;0;04.01.2021;20:00;Southampton;Liverpool
E0;11;32702;0;12.01.2021;18:00;Sheffield United;Newcastle
E0;11;21994;0;12.01.2021;20:15;Burnley;Man United
E0;11;32050;0;12.01.2021;20:15;Wolves;Everton
E0;11;55017;0;13.01.2021;18:00;Man City;Brighton
E0;11;62062;0;13.01.2021;20:15;Tottenham;Fulham
E0;11;60704;0;14.01.2021;20:00;Arsenal;Crystal Palace
E0;11;32050;0;16.01.2021;12:30;Wolves;West Brom
E0;11;37890;0;16.01.2021;15:00;Leeds;Brighton
E0;11;60000;0;16.01.2021;15:00;West Ham;Burnley
E0;11;19000;0;16.01.2021;17:30;Fulham;Chelsea
E0;11;32273;0;16.01.2021;20:00;Leicester;Southampton
E0;11;32702;0;17.01.2021;14:00;Sheffield United;Tottenham
E0;11;54074;0;17.01.2021;16:30;Liverpool;Man United
E0;11;55017;0;17.01.2021;19:15;Man City;Crystal Palace
E0;11;60704;0;18.01.2021;20:00;Arsenal;Newcastle
E0;11;60000;0;19.01.2021;18:00;West Ham;West Brom
E0;11;32273;0;19.01.2021;20:15;Leicester;Chelsea
E0;11;55017;0;20.01.2021;18:00;Man City;Aston Villa
E0;11;19000;0;20.01.2021;20:15;Fulham;Man United
E0;11;54074;0;21.01.2021;20:00;Liverpool;Burnley
E0;11;42682;0;23.01.2021;20:00;Aston Villa;Newcastle
E0;11;26047;0;26.01.2021;18:00;Crystal Palace;West Ham
E0;11;52338;0;26.01.2021;18:00;Newcastle;Leeds
E0;11;32384;0;26.01.2021;20:15;Southampton;Arsenal
E0;11;26850;0;26.01.2021;20:15;West Brom;Man City
E0;11;21994;0;27.01.2021;18:00;Burnley;Aston Villa
E0;11;40853;0;27.01.2021;18:00;Chelsea;Wolves
E0;11;31800;0;27.01.2021;19:30;Brighton;Fulham
E0;11;39571;0;27.01.2021;20:15;Everton;Leicester
E0;11;74879;0;27.01.2021;20:15;Man United;Sheffield United
E0;11;62062;0;28.01.2021;20:00;Tottenham;Liverpool
E0;11;39571;0;30.01.2021;12:30;Everton;Newcastle
E0;11;26047;0;30.01.2021;15:00;Crystal Palace;Wolves
E0;11;55017;0;30.01.2021;15:00;Man City;Sheffield United
E0;11;26850;0;30.01.2021;15:00;West Brom;Fulham
E0;11;60704;0;30.01.2021;17:30;Arsenal;Man United
E0;11;32384;0;30.01.2021;20:00;Southampton;Aston Villa
E0;11;40853;0;31.01.2021;12:00;Chelsea;Burnley
E0;11;32273;0;31.01.2021;14:00;Leicester;Leeds
E0;11;60000;0;31.01.2021;16:30;West Ham;Liverpool
E0;11;31800;0;31.01.2021;19:15;Brighton;Tottenham
E0;11;32702;0;02.02.2021;18:00;Sheffield United;West Brom
E0;11;32050;0;02.02.2021;18:00;Wolves;Arsenal
E0;11;74879;0;02.02.2021;20:15;Man United;Southampton
E0;11;52338;0;02.02.2021;20:15;Newcastle;Crystal Palace
E0;11;21994;0;03.02.2021;18:00;Burnley;Man City
E0;11;19000;0;03.02.2021;18:00;Fulham;Leicester
E0;11;37890;0;03.02.2021;19:30;Leeds;Everton
E0;11;42682;0;03.02.2021;20:15;Aston Villa;West Ham
E0;11;54074;0;03.02.2021;20:15;Liverpool;Brighton
E0;11;62062;0;04.02.2021;20:00;Tottenham;Chelsea
E0;11;42682;0;06.02.2021;12:30;Aston Villa;Arsenal
E0;11;21994;0;06.02.2021;15:00;Burnley;Brighton
E0;11;52338;0;06.02.2021;15:00;Newcastle;Southampton
E0;11;19000;0;06.02.2021;17:30;Fulham;West Ham
E0;11;74879;0;06.02.2021;20:00;Man United;Everton
E0;11;62062;0;07.02.2021;12:00;Tottenham;West Brom
E0;11;32050;0;07.02.2021;14:00;Wolves;Leicester
E0;11;54074;0;07.02.2021;16:30;Liverpool;Man City
E0;11;32702;0;07.02.2021;19:15;Sheffield United;Chelsea
E0;11;37890;0;08.02.2021;20:00;Leeds;Crystal Palace
E0;11;32273;0;13.02.2021;12:30;Leicester;Liverpool
E0;11;26047;0;13.02.2021;15:00;Crystal Palace;Burnley
E0;11;55017;0;13.02.2021;17:30;Man City;Tottenham
E0;11;31800;0;13.02.2021;20:00;Brighton;Aston Villa
E0;11;32384;0;14.02.2021;12:00;Southampton;Wolves
E0;11;26850;0;14.02.2021;14:00;West Brom;Man United
E0;11;60704;0;14.02.2021;16:30;Arsenal;Leeds
E0;11;39571;0;14.02.2021;19:00;Everton;Fulham
E0;11;60000;0;15.02.2021;18:00;West Ham;Sheffield United
E0;11;40853;0;15.02.2021;20:00;Chelsea;Newcastle
E0;11;21994;0;17.02.2021;18:00;Burnley;Fulham
E0;11;39571;0;17.02.2021;20:15;Everton;Man City
E0;11;32050;0;19.02.2021;20:00;Wolves;Leeds
E0;11;32384;0;20.02.2021;12:30;Southampton;Chelsea
E0;11;21994;0;20.02.2021;15:00;Burnley;West Brom
E0;11;54074;0;20.02.2021;17:30;Liverpool;Everton
E0;11;19000;0;20.02.2021;20:00;Fulham;Sheffield United
E0;11;60000;0;21.02.2021;12:00;West Ham;Tottenham
E0;11;42682;0;21.02.2021;14:05;Aston Villa;Leicester
E0;11;60704;0;21.02.2021;16:30;Arsenal;Man City
E0;11;74879;0;21.02.2021;19:00;Man United;Newcastle
E0;11;31800;0;22.02.2021;20:00;Brighton;Crystal Palace
E0;11;37890;0;23.02.2021;18:00;Leeds;Southampton
E0;11;55017;0;27.02.2021;12:30;Man City;West Ham
E0;11;26850;0;27.02.2021;15:00;West Brom;Brighton
E0;11;37890;0;27.02.2021;17:30;Leeds;Aston Villa
E0;11;52338;0;27.02.2021;20:00;Newcastle;Wolves
E0;11;26047;0;28.02.2021;12:00;Crystal Palace;Fulham
E0;11;32273;0;28.02.2021;12:00;Leicester;Arsenal
E0;11;62062;0;28.02.2021;14:00;Tottenham;Burnley
E0;11;40853;0;28.02.2021;16:30;Chelsea;Man United
E0;11;32702;0;28.02.2021;19:15;Sheffield United;Liverpool
E0;11;39571;0;01.03.2021;20:00;Everton;Southampton
E0;11;55017;0;02.03.2021;20:00;Man City;Wolves
E0;11;21994;0;03.03.2021;18:00;Burnley;Leicester
E0;11;32702;0;03.03.2021;18:00;Sheffield United;Aston Villa
E0;11;26047;0;03.03.2021;20:15;Crystal Palace;Man United
E0;11;19000;0;04.03.2021;18:00;Fulham;Tottenham
E0;11;26850;0;04.03.2021;18:00;West Brom;Everton
E0;11;54074;0;04.03.2021;20:15;Liverpool;Chelsea
E0;11;21994;0;06.03.2021;12:30;Burnley;Arsenal
E0;11;32702;0;06.03.2021;15:00;Sheffield United;Southampton
E0;11;42682;0;06.03.2021;17:30;Aston Villa;Wolves
E0;11;31800;0;06.03.2021;20:00;Brighton;Leicester
E0;11;26850;0;07.03.2021;12:00;West Brom;Newcastle
E0;11;54074;0;07.03.2021;14:00;Liverpool;Fulham
E0;11;55017;0;07.03.2021;16:30;Man City;Man United
E0;11;62062;0;07.03.2021;19:15;Tottenham;Crystal Palace
E0;11;40853;0;08.03.2021;18:00;Chelsea;Everton
E0;11;60000;0;08.03.2021;20:00;West Ham;Leeds
E0;11;55017;0;10.03.2021;18:00;Man City;Southampton
E0;11;52338;0;12.03.2021;20:00;Newcastle;Aston Villa
E0;11;37890;0;13.03.2021;12:30;Leeds;Chelsea
E0;11;26047;0;13.03.2021;15:00;Crystal Palace;West Brom
E0;11;39571;0;13.03.2021;17:30;Everton;Burnley
E0;11;19000;0;13.03.2021;20:00;Fulham;Man City
E0;11;32384;0;14.03.2021;12:00;Southampton;Brighton
E0;11;32273;0;14.03.2021;14:00;Leicester;Sheffield United
E0;11;60704;0;14.03.2021;16:30;Arsenal;Tottenham
E0;11;74879;0;14.03.2021;19:15;Man United;West Ham
E0;11;32050;0;15.03.2021;20:00;Wolves;Liverpool
E0;11;19000;0;19.03.2021;20:00;Fulham;Leeds
E0;11;31800;0;20.03.2021;20:00;Brighton;Newcastle
E0;11;60000;0;21.03.2021;15:00;West Ham;Arsenal
E0;11;42682;0;21.03.2021;19:30;Aston Villa;Tottenham
E0;11;40853;0;03.04.2021;12:30;Chelsea;West Brom
E0;11;37890;0;03.04.2021;15:00;Leeds;Sheffield United
E0;11;32273;0;03.04.2021;17:30;Leicester;Man City
E0;11;60704;0;03.04.2021;20:00;Arsenal;Liverpool
E0;11;32384;0;04.04.2021;12:00;Southampton;Burnley
E0;11;52338;0;04.04.2021;14:05;Newcastle;Tottenham
E0;11;42682;0;04.04.2021;16:30;Aston Villa;Fulham
E0;11;74879;0;04.04.2021;19:30;Man United;Brighton
E0;11;39571;0;05.04.2021;18:00;Everton;Crystal Palace
E0;11;32050;0;05.04.2021;20:15;Wolves;West Ham
E0;11;19000;0;09.04.2021;20:00;Fulham;Wolves
E0;11;55017;0;10.04.2021;12:30;Man City;Leeds
E0;11;54074;0;10.04.2021;15:00;Liverpool;Aston Villa
E0;11;26047;0;10.04.2021;17:30;Crystal Palace;Chelsea
E0;11;21994;0;11.04.2021;12:00;Burnley;Newcastle
E0;11;60000;0;11.04.2021;14:05;West Ham;Leicester
E0;11;62062;0;11.04.2021;16:30;Tottenham;Man United
E0;11;32702;0;11.04.2021;19:00;Sheffield United;Arsenal
E0;11;26850;0;12.04.2021;18:00;West Brom;Southampton
E0;11;31800;0;12.04.2021;20:15;Brighton;Everton
E0;11;39571;0;16.04.2021;20:00;Everton;Tottenham
E0;11;52338;0;17.04.2021;12:30;Newcastle;West Ham
E0;11;32050;0;17.04.2021;20:15;Wolves;Sheffield United
E0;11;60704;0;18.04.2021;13:30;Arsenal;Fulham
E0;11;74879;0;18.04.2021;16:00;Man United;Burnley
E0;11;37890;0;19.04.2021;20:00;Leeds;Liverpool
E0;11;40853;0;20.04.2021;20:00;Chelsea;Brighton
E0;11;62062;0;21.04.2021;18:00;Tottenham;Southampton
E0;11;42682;0;21.04.2021;20:15;Aston Villa;Man City
E0;11;32273;0;22.04.2021;20:00;Leicester;West Brom
E0;11;60704;0;23.04.2021;20:00;Arsenal;Everton
E0;11;54074;0;24.04.2021;12:30;Liverpool;Newcastle
E0;11;60000;0;24.04.2021;17:30;West Ham;Chelsea
E0;11;32702;0;24.04.2021;20:00;Sheffield United;Brighton
E0;11;32050;0;25.04.2021;12:00;Wolves;Burnley
E0;11;37890;0;25.04.2021;14:00;Leeds;Man United
E0;11;42682;0;25.04.2021;19:00;Aston Villa;West Brom
E0;11;32273;0;26.04.2021;20:00;Leicester;Crystal Palace
E0;11;32384;0;30.04.2021;20:00;Southampton;Leicester
E0;11;26047;0;01.05.2021;12:30;Crystal Palace;Man City
E0;11;31800;0;01.05.2021;15:00;Brighton;Leeds
E0;11;40853;0;01.05.2021;17:30;Chelsea;Fulham
E0;11;39571;0;01.05.2021;20:00;Everton;Aston Villa
E0;11;52338;0;02.05.2021;14:00;Newcastle;Arsenal
E0;11;62062;0;02.05.2021;19:15;Tottenham;Sheffield United
E0;11;26850;0;03.05.2021;18:00;West Brom;Wolves
E0;11;21994;0;03.05.2021;20:15;Burnley;West Ham
E0;11;32273;0;07.05.2021;20:00;Leicester;Newcastle
E0;11;37890;0;08.05.2021;12:30;Leeds;Tottenham
E0;11;32702;0;08.05.2021;15:00;Sheffield United;Crystal Palace
E0;11;55017;0;08.05.2021;17:30;Man City;Chelsea
E0;11;54074;0;08.05.2021;20:15;Liverpool;Southampton
E0;11;32050;0;09.05.2021;12:00;Wolves;Brighton
E0;11;42682;0;09.05.2021;14:05;Aston Villa;Man United
E0;11;60000;0;09.05.2021;16:30;West Ham;Everton
E0;11;60704;0;09.05.2021;19:00;Arsenal;West Brom
E0;11;19000;0;10.05.2021;20:00;Fulham;Burnley
E0;11;74879;0;11.05.2021;18:00;Man United;Leicester
E0;11;32384;0;11.05.2021;20:15;Southampton;Crystal Palace
E0;11;40853;0;12.05.2021;20:15;Chelsea;Arsenal
E0;11;42682;10000;13.05.2021;18:00;Aston Villa;Everton
E0;11;74879;10000;13.05.2021;20:15;Man United;Liverpool
E0;11;52338;10000;14.05.2021;20:00;Newcastle;Man City
E0;11;21994;10000;15.05.2021;12:30;Burnley;Leeds
E0;11;32384;10000;15.05.2021;15:00;Southampton;Fulham
E0;11;31800;10000;15.05.2021;20:00;Brighton;West Ham
E0;11;26047;10000;16.05.2021;12:00;Crystal Palace;Aston Villa
E0;11;62062;10000;16.05.2021;14:05;Tottenham;Wolves
E0;11;26850;10000;16.05.2021;16:30;West Brom;Liverpool
E0;11;39571;10000;16.05.2021;19:00;Everton;Sheffield United
E0;11;74879;10000;18.05.2021;18:00;Man United;Fulham
E0;11;32384;10000;18.05.2021;18:00;Southampton;Leeds
E0;11;31800;10000;18.05.2021;19:00;Brighton;Man City
E0;11;40853;7195;18.05.2021;20:15;Chelsea;Leicester
E0;11;39571;10000;19.05.2021;18:00;Everton;Wolves
E0;11;52338;10000;19.05.2021;18:00;Newcastle;Sheffield United
E0;11;62062;10000;19.05.2021;18:00;Tottenham;Aston Villa
E0;11;26047;10000;19.05.2021;19:00;Crystal Palace;Arsenal
E0;11;21994;3500;19.05.2021;20:15;Burnley;Liverpool
E0;11;26850;10000;19.05.2021;20:15;West Brom;West Ham
E0;11;60704;10000;23.05.2021;16:00;Arsenal;Brighton
E0;11;42682;10000;23.05.2021;16:00;Aston Villa;Chelsea
E0;11;19000;10000;23.05.2021;16:00;Fulham;Newcastle
E0;11;37890;10000;23.05.2021;16:00;Leeds;West Brom
E0;11;32273;10000;23.05.2021;16:00;Leicester;Tottenham
E0;11;54074;10000;23.05.2021;16:00;Liverpool;Crystal Palace
E0;11;55017;10000;23.05.2021;16:00;Man City;Everton
E0;11;32702;10000;23.05.2021;16:00;Sheffield United;Burnley
E0;11;60000;10000;23.05.2021;16:00;West Ham;Southampton
E0;11;32050;10000;23.05.2021;16:00;Wolves;Man United
