Div;Season;Capacity;Spectators;Date;HomeTeam;AwayTeam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;31367;22551;02.01.2012;Blackburn;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25800;25293;02.01.2012;Fulham;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;18360;17295;02.01.2012;QPR;Norwich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;32050;25682;02.01.2012;Wolves;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48000;47045;03.01.2012;Man City;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;36284;36026;03.01.2012;Tottenham;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25133;18634;03.01.2012;Wigan;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;39571;33228;04.01.2012;Everton;Bolton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;52338;49936;04.01.2012;Newcastle;Man United;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;36284;36026;11.01.2012;Tottenham;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42682;33873;14.01.2012;Aston Villa;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;31367;22551;14.01.2012;Blackburn;Fulham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42000;41478;14.01.2012;Chelsea;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;45000;44253;14.01.2012;Liverpool;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;75800;75387;14.01.2012;Man United;Bolton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;36284;36026;14.01.2012;Tottenham;Wolves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;26850;24798;14.01.2012;West Brom;Norwich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;52338;49936;15.01.2012;Newcastle;QPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;21088;19946;15.01.2012;Swansea;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25133;18634;16.01.2012;Wigan;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;28723;23670;21.01.2012;Bolton;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;39571;33228;21.01.2012;Everton;Blackburn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25800;25293;21.01.2012;Fulham;Newcastle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;27244;26606;21.01.2012;Norwich;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;18360;17295;21.01.2012;QPR;Wigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;30089;27226;21.01.2012;Stoke;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48707;39095;21.01.2012;Sunderland;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;32050;25682;21.01.2012;Wolves;Aston Villa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;60704;60000;22.01.2012;Arsenal;Man United;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48000;47045;22.01.2012;Man City;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;39571;33228;31.01.2012;Everton;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;75800;75387;31.01.2012;Man United;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;21088;19946;31.01.2012;Swansea;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;36284;36026;31.01.2012;Tottenham;Wigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;32050;25682;31.01.2012;Wolves;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42682;33873;01.02.2012;Aston Villa;QPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;31367;22551;01.02.2012;Blackburn;Newcastle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;28723;23670;01.02.2012;Bolton;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25800;25293;01.02.2012;Fulham;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48707;39095;01.02.2012;Sunderland;Norwich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;60704;60000;04.02.2012;Arsenal;Blackburn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48000;47045;04.02.2012;Man City;Fulham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;27244;26606;04.02.2012;Norwich;Bolton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;18360;17295;04.02.2012;QPR;Wolves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;30089;27226;04.02.2012;Stoke;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;26850;24798;04.02.2012;West Brom;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25133;18634;04.02.2012;Wigan;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42000;41478;05.02.2012;Chelsea;Man United;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;52338;49936;05.02.2012;Newcastle;Aston Villa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;45000;44253;06.02.2012;Liverpool;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;31367;22551;11.02.2012;Blackburn;QPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;28723;23670;11.02.2012;Bolton;Wigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;39571;33228;11.02.2012;Everton;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25800;25293;11.02.2012;Fulham;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;75800;75387;11.02.2012;Man United;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48707;39095;11.02.2012;Sunderland;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;21088;19946;11.02.2012;Swansea;Norwich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;36284;36026;11.02.2012;Tottenham;Newcastle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42682;33873;12.02.2012;Aston Villa;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;32050;25682;12.02.2012;Wolves;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42000;41478;25.02.2012;Chelsea;Bolton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48000;47045;25.02.2012;Man City;Blackburn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;52338;49936;25.02.2012;Newcastle;Wolves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;18360;17295;25.02.2012;QPR;Fulham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;26850;24798;25.02.2012;West Brom;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25133;18634;25.02.2012;Wigan;Aston Villa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;60704;60000;26.02.2012;Arsenal;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;27244;26606;26.02.2012;Norwich;Man United;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;30089;27226;26.02.2012;Stoke;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;31367;22551;03.03.2012;Blackburn;Aston Villa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;45000;44253;03.03.2012;Liverpool;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48000;47045;03.03.2012;Man City;Bolton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;18360;17295;03.03.2012;QPR;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;30089;27226;03.03.2012;Stoke;Norwich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;26850;24798;03.03.2012;West Brom;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25133;18634;03.03.2012;Wigan;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25800;25293;04.03.2012;Fulham;Wolves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;52338;49936;04.03.2012;Newcastle;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;36284;36026;04.03.2012;Tottenham;Man United;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42682;33873;10.03.2012;Aston Villa;Fulham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;28723;23670;10.03.2012;Bolton;QPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42000;41478;10.03.2012;Chelsea;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;39571;33228;10.03.2012;Everton;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48707;39095;10.03.2012;Sunderland;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;32050;25682;10.03.2012;Wolves;Blackburn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;75800;75387;11.03.2012;Man United;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;27244;26606;11.03.2012;Norwich;Wigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;21088;19946;11.03.2012;Swansea;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;60704;60000;12.03.2012;Arsenal;Newcastle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;45000;44253;13.03.2012;Liverpool;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25800;25293;17.03.2012;Fulham;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25133;18634;17.03.2012;Wigan;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;52338;49936;18.03.2012;Newcastle;Norwich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;32050;25682;18.03.2012;Wolves;Man United;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;31367;22551;20.03.2012;Blackburn;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;39571;33228;21.03.2012;Everton;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48000;47045;21.03.2012;Man City;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;18360;17295;21.03.2012;QPR;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;36284;36026;21.03.2012;Tottenham;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;60704;60000;24.03.2012;Arsenal;Aston Villa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;28723;23670;24.03.2012;Bolton;Blackburn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42000;41478;24.03.2012;Chelsea;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;45000;44253;24.03.2012;Liverpool;Wigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;27244;26606;24.03.2012;Norwich;Wolves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;30089;27226;24.03.2012;Stoke;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48707;39095;24.03.2012;Sunderland;QPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;21088;19946;24.03.2012;Swansea;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;26850;24798;25.03.2012;West Brom;Newcastle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;75800;75387;26.03.2012;Man United;Fulham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42682;33873;31.03.2012;Aston Villa;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;39571;33228;31.03.2012;Everton;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25800;25293;31.03.2012;Fulham;Norwich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48000;47045;31.03.2012;Man City;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;18360;17295;31.03.2012;QPR;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25133;18634;31.03.2012;Wigan;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;32050;25682;31.03.2012;Wolves;Bolton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;52338;49936;01.04.2012;Newcastle;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;36284;36026;01.04.2012;Tottenham;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;31367;22551;02.04.2012;Blackburn;Man United;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;21088;19946;06.04.2012;Swansea;Newcastle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;28723;23670;07.04.2012;Bolton;Fulham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42000;41478;07.04.2012;Chelsea;Wigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;45000;44253;07.04.2012;Liverpool;Aston Villa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;27244;26606;07.04.2012;Norwich;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;30089;27226;07.04.2012;Stoke;Wolves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48707;39095;07.04.2012;Sunderland;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;26850;24798;07.04.2012;West Brom;Blackburn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;60704;60000;08.04.2012;Arsenal;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;75800;75387;08.04.2012;Man United;QPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42682;33873;09.04.2012;Aston Villa;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;39571;33228;09.04.2012;Everton;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25800;25293;09.04.2012;Fulham;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;52338;49936;09.04.2012;Newcastle;Bolton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;36284;36026;09.04.2012;Tottenham;Norwich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;31367;22551;10.04.2012;Blackburn;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48000;47045;11.04.2012;Man City;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;18360;17295;11.04.2012;QPR;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25133;18634;11.04.2012;Wigan;Man United;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;32050;25682;11.04.2012;Wolves;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;27244;26606;14.04.2012;Norwich;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48707;39095;14.04.2012;Sunderland;Wolves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;21088;19946;14.04.2012;Swansea;Blackburn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;26850;24798;14.04.2012;West Brom;QPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;75800;75387;15.04.2012;Man United;Aston Villa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;60704;60000;16.04.2012;Arsenal;Wigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;60704;60000;21.04.2012;Arsenal;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42682;33873;21.04.2012;Aston Villa;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;31367;22551;21.04.2012;Blackburn;Norwich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;28723;23670;21.04.2012;Bolton;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25800;25293;21.04.2012;Fulham;Wigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;52338;49936;21.04.2012;Newcastle;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;18360;17295;21.04.2012;QPR;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;45000;44253;22.04.2012;Liverpool;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;75800;75387;22.04.2012;Man United;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;32050;25682;22.04.2012;Wolves;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42682;33873;24.04.2012;Aston Villa;Bolton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;39571;33228;28.04.2012;Everton;Fulham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;27244;26606;28.04.2012;Norwich;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;30089;27226;28.04.2012;Stoke;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48707;39095;28.04.2012;Sunderland;Bolton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;21088;19946;28.04.2012;Swansea;Wolves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;26850;24798;28.04.2012;West Brom;Aston Villa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25133;18634;28.04.2012;Wigan;Newcastle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42000;41478;29.04.2012;Chelsea;QPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;36284;36026;29.04.2012;Tottenham;Blackburn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48000;47045;30.04.2012;Man City;Man United;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;45000;44253;01.05.2012;Liverpool;Fulham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;30089;27226;01.05.2012;Stoke;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;28723;23670;02.05.2012;Bolton;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42000;41478;02.05.2012;Chelsea;Newcastle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;60704;60000;05.05.2012;Arsenal;Norwich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42682;33873;06.05.2012;Aston Villa;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;28723;23670;06.05.2012;Bolton;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25800;25293;06.05.2012;Fulham;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;75800;75387;06.05.2012;Man United;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;52338;49936;06.05.2012;Newcastle;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;18360;17295;06.05.2012;QPR;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;32050;25682;06.05.2012;Wolves;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;31367;22551;07.05.2012;Blackburn;Wigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;45000;44253;08.05.2012;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;42000;41478;13.05.2012;Chelsea;Blackburn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;39571;33228;13.05.2012;Everton;Newcastle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48000;47045;13.05.2012;Man City;QPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;27244;26606;13.05.2012;Norwich;Aston Villa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;30089;27226;13.05.2012;Stoke;Bolton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;48707;39095;13.05.2012;Sunderland;Man United;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;21088;19946;13.05.2012;Swansea;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;36284;36026;13.05.2012;Tottenham;Fulham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;26850;24798;13.05.2012;West Brom;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;2;25133;18634;13.05.2012;Wigan;Wolves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
